"site_id","latitude","longitude","species_id","genus","species","common_name","kingdom","individual_id","phenophase_id","phenophase_description","first_yes_year","first_yes_month","first_yes_day","first_yes_doy","first_yes_julian_date","numdays_since_prior_no","ind_phen","phenophase","state","first_yes_date","summer_year","dosy","yeartype","dop","year","series_yrs","seasonally_inactive","active_jan1","ind_phen_year"
8496,46.328629,-96.061256,1144,"Sciurus","carolinensis","eastern gray squirrel","Animalia",34923,310,"Fruit/seed consumption",2013,1,25,25,2456318,NA,"34923_Fruit/seed consumption","Feeding","MN",2013-01-25,2013,209,"calendar",25,2013,13,NA,NA,"34923_Fruit/seed consumption_2013"
8496,46.328629,-96.061256,1146,"Tamiasciurus","hudsonicus","red squirrel","Animalia",34926,310,"Fruit/seed consumption",2013,1,25,25,2456318,NA,"34926_Fruit/seed consumption","Feeding","MN",2013-01-25,2013,209,"calendar",25,2013,11,NA,NA,"34926_Fruit/seed consumption_2013"
10145,42.602543,-83.250992,1144,"Sciurus","carolinensis","eastern gray squirrel","Animalia",38885,311,"Nut gathering",2013,9,27,270,2456563,1,"38885_Nut gathering","Feeding","MI",2013-09-27,2014,89,"calendar",270,2013,9,NA,NA,"38885_Nut gathering_2013"
10145,42.602543,-83.250992,1145,"Sciurus","niger","fox squirrel","Animalia",38896,311,"Nut gathering",2013,4,26,116,2456409,NA,"38896_Nut gathering","Feeding","MI",2013-04-26,2013,300,"calendar",116,2013,9,NA,NA,"38896_Nut gathering_2013"
10145,42.602543,-83.250992,270,"Odocoileus","virginianus","white-tailed deer","Animalia",38973,344,"Young individuals",2013,6,26,177,2456470,NA,"38973_Young individuals","Young observed","MI",2013-06-26,2013,361,"calendar",177,2013,10,NA,NA,"38973_Young individuals_2013"
10145,42.602543,-83.250992,266,"Marmota","monax","woodchuck","Animalia",38980,344,"Young individuals",2013,6,26,177,2456470,2,"38980_Young individuals","Young observed","MI",2013-06-26,2013,361,"calendar",177,2013,12,NA,NA,"38980_Young individuals_2013"
10717,38.285664,-111.246605,263,"Marmota","flaviventris","yellow-bellied marmot","Animalia",42594,344,"Young individuals",2013,6,5,156,2456449,1,"42594_Young individuals","Young observed","UT",2013-06-05,2013,340,"calendar",156,2013,9,NA,NA,"42594_Young individuals_2013"
10717,38.285664,-111.246605,264,"Odocoileus","hemionus","mule deer","Animalia",42595,344,"Young individuals",2013,4,29,119,2456412,1,"42595_Young individuals","Young observed","UT",2013-04-29,2013,303,"calendar",119,2013,9,NA,NA,"42595_Young individuals_2013"
1419,42.011166,-88.503304,271,"Tamias","striatus","eastern chipmunk","Animalia",10285,310,"Fruit/seed consumption",2014,3,15,74,2456732,17,"10285_Fruit/seed consumption","Feeding","IL",2014-03-15,2014,258,"calendar",74,2014,11,NA,NA,"10285_Fruit/seed consumption_2014"
2803,39.971001,-105.397003,1715,"Sylvilagus","nuttallii","mountain cottontail","Animalia",16050,344,"Young individuals",2014,6,29,180,2456838,16,"16050_Young individuals","Young observed","CO",2014-06-29,2014,364,"calendar",180,2014,14,NA,NA,"16050_Young individuals_2014"
2803,39.971001,-105.397003,409,"Cervus","elaphus","elk","Animalia",16051,338,"Males vocalizing",2014,10,9,282,2456940,4,"16051_Males vocalizing","Mating activity","CO",2014-10-09,2015,101,"summer",101,2015,14,NA,NA,"16051_Males vocalizing_2015"
2803,39.971001,-105.397003,409,"Cervus","elaphus","elk","Animalia",16051,339,"Male combat (horn/antler)",2014,10,17,290,2456948,8,"16051_Male combat (horn/antler)","Mating activity","CO",2014-10-17,2015,109,"summer",109,2015,13,NA,NA,"16051_Male combat (horn/antler)_2015"
2803,39.971001,-105.397003,409,"Cervus","elaphus","elk","Animalia",16051,344,"Young individuals",2014,1,23,23,2456681,3,"16051_Young individuals","Young observed","CO",2014-01-23,2014,207,"calendar",23,2014,14,NA,NA,"16051_Young individuals_2014"
2803,39.971001,-105.397003,405,"Tamias","minimus","least chipmunk","Animalia",16052,310,"Fruit/seed consumption",2014,5,9,129,2456787,8,"16052_Fruit/seed consumption","Feeding","CO",2014-05-09,2014,313,"calendar",129,2014,15,NA,NA,"16052_Fruit/seed consumption_2014"
2803,39.971001,-105.397003,405,"Tamias","minimus","least chipmunk","Animalia",16052,311,"Nut gathering",2014,5,1,121,2456779,6,"16052_Nut gathering","Feeding","CO",2014-05-01,2014,305,"calendar",121,2014,15,NA,NA,"16052_Nut gathering_2014"
2803,39.971001,-105.397003,405,"Tamias","minimus","least chipmunk","Animalia",16052,344,"Young individuals",2014,8,11,223,2456881,25,"16052_Young individuals","Young observed","CO",2014-08-11,2015,42,"calendar",223,2014,14,NA,NA,"16052_Young individuals_2014"
6362,43.012966,-73.649918,270,"Odocoileus","virginianus","white-tailed deer","Animalia",18144,344,"Young individuals",2014,8,4,216,2456874,20,"18144_Young individuals","Young observed","NY",2014-08-04,2015,35,"calendar",216,2014,11,NA,NA,"18144_Young individuals_2014"
8418,32.363758,-94.873947,1144,"Sciurus","carolinensis","eastern gray squirrel","Animalia",25350,310,"Fruit/seed consumption",2014,1,11,11,2456669,6,"25350_Fruit/seed consumption","Feeding","TX",2014-01-11,2014,195,"calendar",11,2014,12,NA,NA,"25350_Fruit/seed consumption_2014"
8418,32.363758,-94.873947,1144,"Sciurus","carolinensis","eastern gray squirrel","Animalia",25350,311,"Nut gathering",2014,9,14,257,2456915,4,"25350_Nut gathering","Feeding","TX",2014-09-14,2015,76,"calendar",257,2014,11,NA,NA,"25350_Nut gathering_2014"
6091,34.11578,-118.757507,404,"Otospermophilus","beecheyi","California ground squirrel","Animalia",33832,344,"Young individuals",2014,5,22,142,2456800,6,"33832_Young individuals","Young observed","CA",2014-05-22,2014,326,"calendar",142,2014,11,NA,NA,"33832_Young individuals_2014"
8496,46.328629,-96.061256,1144,"Sciurus","carolinensis","eastern gray squirrel","Animalia",34923,310,"Fruit/seed consumption",2014,1,2,2,2456660,NA,"34923_Fruit/seed consumption","Feeding","MN",2014-01-02,2014,186,"calendar",2,2014,13,NA,NA,"34923_Fruit/seed consumption_2014"
8496,46.328629,-96.061256,1146,"Tamiasciurus","hudsonicus","red squirrel","Animalia",34926,310,"Fruit/seed consumption",2014,2,15,46,2456704,12,"34926_Fruit/seed consumption","Feeding","MN",2014-02-15,2014,230,"calendar",46,2014,11,NA,NA,"34926_Fruit/seed consumption_2014"
10145,42.602543,-83.250992,410,"Sylvilagus","floridanus","eastern cottontail","Animalia",38884,344,"Young individuals",2014,9,9,252,2456910,1,"38884_Young individuals","Young observed","MI",2014-09-09,2015,71,"calendar",252,2014,11,NA,NA,"38884_Young individuals_2014"
10145,42.602543,-83.250992,1144,"Sciurus","carolinensis","eastern gray squirrel","Animalia",38885,311,"Nut gathering",2014,6,9,160,2456818,1,"38885_Nut gathering","Feeding","MI",2014-06-09,2014,344,"calendar",160,2014,9,NA,NA,"38885_Nut gathering_2014"
10145,42.602543,-83.250992,1145,"Sciurus","niger","fox squirrel","Animalia",38896,311,"Nut gathering",2014,9,3,246,2456904,1,"38896_Nut gathering","Feeding","MI",2014-09-03,2015,65,"calendar",246,2014,9,NA,NA,"38896_Nut gathering_2014"
10145,42.602543,-83.250992,266,"Marmota","monax","woodchuck","Animalia",38980,344,"Young individuals",2014,6,26,177,2456835,1,"38980_Young individuals","Young observed","MI",2014-06-26,2014,361,"calendar",177,2014,12,NA,NA,"38980_Young individuals_2014"
10717,38.285664,-111.246605,263,"Marmota","flaviventris","yellow-bellied marmot","Animalia",42594,344,"Young individuals",2014,4,14,104,2456762,1,"42594_Young individuals","Young observed","UT",2014-04-14,2014,288,"calendar",104,2014,9,NA,NA,"42594_Young individuals_2014"
10717,38.285664,-111.246605,264,"Odocoileus","hemionus","mule deer","Animalia",42595,344,"Young individuals",2014,6,20,171,2456829,2,"42595_Young individuals","Young observed","UT",2014-06-20,2014,355,"calendar",171,2014,9,NA,NA,"42595_Young individuals_2014"
1419,42.011166,-88.503304,271,"Tamias","striatus","eastern chipmunk","Animalia",10285,310,"Fruit/seed consumption",2015,5,10,130,2457153,8,"10285_Fruit/seed consumption","Feeding","IL",2015-05-10,2015,314,"calendar",130,2015,11,NA,NA,"10285_Fruit/seed consumption_2015"
2803,39.971001,-105.397003,1715,"Sylvilagus","nuttallii","mountain cottontail","Animalia",16050,344,"Young individuals",2015,6,9,160,2457183,9,"16050_Young individuals","Young observed","CO",2015-06-09,2015,344,"calendar",160,2015,14,NA,NA,"16050_Young individuals_2015"
2803,39.971001,-105.397003,409,"Cervus","elaphus","elk","Animalia",16051,338,"Males vocalizing",2015,10,25,298,2457321,3,"16051_Males vocalizing","Mating activity","CO",2015-10-25,2016,117,"summer",117,2016,14,NA,NA,"16051_Males vocalizing_2016"
2803,39.971001,-105.397003,409,"Cervus","elaphus","elk","Animalia",16051,339,"Male combat (horn/antler)",2015,10,25,298,2457321,3,"16051_Male combat (horn/antler)","Mating activity","CO",2015-10-25,2016,117,"summer",117,2016,13,NA,NA,"16051_Male combat (horn/antler)_2016"
2803,39.971001,-105.397003,409,"Cervus","elaphus","elk","Animalia",16051,344,"Young individuals",2015,3,22,81,2457104,2,"16051_Young individuals","Young observed","CO",2015-03-22,2015,265,"calendar",81,2015,14,NA,NA,"16051_Young individuals_2015"
2803,39.971001,-105.397003,405,"Tamias","minimus","least chipmunk","Animalia",16052,310,"Fruit/seed consumption",2015,5,25,145,2457168,8,"16052_Fruit/seed consumption","Feeding","CO",2015-05-25,2015,329,"calendar",145,2015,15,NA,NA,"16052_Fruit/seed consumption_2015"
2803,39.971001,-105.397003,405,"Tamias","minimus","least chipmunk","Animalia",16052,311,"Nut gathering",2015,3,22,81,2457104,2,"16052_Nut gathering","Feeding","CO",2015-03-22,2015,265,"calendar",81,2015,15,NA,NA,"16052_Nut gathering_2015"
2803,39.971001,-105.397003,405,"Tamias","minimus","least chipmunk","Animalia",16052,344,"Young individuals",2015,6,17,168,2457191,8,"16052_Young individuals","Young observed","CO",2015-06-17,2015,352,"calendar",168,2015,14,NA,NA,"16052_Young individuals_2015"
2803,39.971001,-105.397003,264,"Odocoileus","hemionus","mule deer","Animalia",16053,344,"Young individuals",2015,4,5,95,2457118,3,"16053_Young individuals","Young observed","CO",2015-04-05,2015,279,"calendar",95,2015,12,NA,NA,"16053_Young individuals_2015"
6362,43.012966,-73.649918,270,"Odocoileus","virginianus","white-tailed deer","Animalia",18144,344,"Young individuals",2015,9,8,251,2457274,13,"18144_Young individuals","Young observed","NY",2015-09-08,2016,70,"calendar",251,2015,11,NA,NA,"18144_Young individuals_2015"
8418,32.363758,-94.873947,1144,"Sciurus","carolinensis","eastern gray squirrel","Animalia",25350,310,"Fruit/seed consumption",2015,3,15,74,2457097,44,"25350_Fruit/seed consumption","Feeding","TX",2015-03-15,2015,258,"calendar",74,2015,12,NA,NA,"25350_Fruit/seed consumption_2015"
8418,32.363758,-94.873947,1144,"Sciurus","carolinensis","eastern gray squirrel","Animalia",25350,311,"Nut gathering",2015,9,23,266,2457289,3,"25350_Nut gathering","Feeding","TX",2015-09-23,2016,85,"calendar",266,2015,11,NA,NA,"25350_Nut gathering_2015"
6091,34.11578,-118.757507,404,"Otospermophilus","beecheyi","California ground squirrel","Animalia",33832,344,"Young individuals",2015,5,1,121,2457144,9,"33832_Young individuals","Young observed","CA",2015-05-01,2015,305,"calendar",121,2015,11,NA,NA,"33832_Young individuals_2015"
8496,46.328629,-96.061256,1144,"Sciurus","carolinensis","eastern gray squirrel","Animalia",34923,310,"Fruit/seed consumption",2015,1,2,2,2457025,NA,"34923_Fruit/seed consumption","Feeding","MN",2015-01-02,2015,186,"calendar",2,2015,13,NA,NA,"34923_Fruit/seed consumption_2015"
8496,46.328629,-96.061256,1146,"Tamiasciurus","hudsonicus","red squirrel","Animalia",34926,310,"Fruit/seed consumption",2015,1,2,2,2457025,NA,"34926_Fruit/seed consumption","Feeding","MN",2015-01-02,2015,186,"calendar",2,2015,11,NA,NA,"34926_Fruit/seed consumption_2015"
10145,42.602543,-83.250992,410,"Sylvilagus","floridanus","eastern cottontail","Animalia",38884,344,"Young individuals",2015,6,4,155,2457178,1,"38884_Young individuals","Young observed","MI",2015-06-04,2015,339,"calendar",155,2015,11,NA,NA,"38884_Young individuals_2015"
10145,42.602543,-83.250992,1144,"Sciurus","carolinensis","eastern gray squirrel","Animalia",38885,311,"Nut gathering",2015,9,19,262,2457285,1,"38885_Nut gathering","Feeding","MI",2015-09-19,2016,81,"calendar",262,2015,9,NA,NA,"38885_Nut gathering_2015"
10145,42.602543,-83.250992,270,"Odocoileus","virginianus","white-tailed deer","Animalia",38973,344,"Young individuals",2015,6,17,168,2457191,1,"38973_Young individuals","Young observed","MI",2015-06-17,2015,352,"calendar",168,2015,10,NA,NA,"38973_Young individuals_2015"
10145,42.602543,-83.250992,266,"Marmota","monax","woodchuck","Animalia",38980,344,"Young individuals",2015,6,4,155,2457178,1,"38980_Young individuals","Young observed","MI",2015-06-04,2015,339,"calendar",155,2015,12,NA,NA,"38980_Young individuals_2015"
10717,38.285664,-111.246605,263,"Marmota","flaviventris","yellow-bellied marmot","Animalia",42594,344,"Young individuals",2015,5,29,149,2457172,27,"42594_Young individuals","Young observed","UT",2015-05-29,2015,333,"calendar",149,2015,9,NA,NA,"42594_Young individuals_2015"
10717,38.285664,-111.246605,264,"Odocoileus","hemionus","mule deer","Animalia",42595,344,"Young individuals",2015,3,23,82,2457105,1,"42595_Young individuals","Young observed","UT",2015-03-23,2015,266,"calendar",82,2015,9,NA,NA,"42595_Young individuals_2015"
101,37.169998,-98.029999,1145,"Sciurus","niger","fox squirrel","Animalia",82543,310,"Fruit/seed consumption",2015,3,8,67,2457090,NA,"82543_Fruit/seed consumption","Feeding","KS",2015-03-08,2015,251,"calendar",67,2015,11,NA,NA,"82543_Fruit/seed consumption_2015"
101,37.169998,-98.029999,1145,"Sciurus","niger","fox squirrel","Animalia",82543,344,"Young individuals",2015,6,14,165,2457188,56,"82543_Young individuals","Young observed","KS",2015-06-14,2015,349,"calendar",165,2015,11,NA,NA,"82543_Young individuals_2015"
1419,42.011166,-88.503304,271,"Tamias","striatus","eastern chipmunk","Animalia",10285,310,"Fruit/seed consumption",2016,5,28,149,2457537,21,"10285_Fruit/seed consumption","Feeding","IL",2016-05-28,2016,333,"calendar",149,2016,11,NA,NA,"10285_Fruit/seed consumption_2016"
2803,39.971001,-105.397003,1715,"Sylvilagus","nuttallii","mountain cottontail","Animalia",16050,344,"Young individuals",2016,8,22,235,2457623,3,"16050_Young individuals","Young observed","CO",2016-08-22,2017,53,"calendar",235,2016,14,NA,NA,"16050_Young individuals_2016"
2803,39.971001,-105.397003,409,"Cervus","elaphus","elk","Animalia",16051,338,"Males vocalizing",2016,11,1,306,2457694,4,"16051_Males vocalizing","Mating activity","CO",2016-11-01,2017,124,"summer",124,2017,14,NA,NA,"16051_Males vocalizing_2017"
2803,39.971001,-105.397003,409,"Cervus","elaphus","elk","Animalia",16051,339,"Male combat (horn/antler)",2016,11,1,306,2457694,4,"16051_Male combat (horn/antler)","Mating activity","CO",2016-11-01,2017,124,"summer",124,2017,13,NA,NA,"16051_Male combat (horn/antler)_2017"
2803,39.971001,-105.397003,409,"Cervus","elaphus","elk","Animalia",16051,344,"Young individuals",2016,2,7,38,2457426,3,"16051_Young individuals","Young observed","CO",2016-02-07,2016,222,"calendar",38,2016,14,NA,NA,"16051_Young individuals_2016"
2803,39.971001,-105.397003,405,"Tamias","minimus","least chipmunk","Animalia",16052,310,"Fruit/seed consumption",2016,4,7,98,2457486,4,"16052_Fruit/seed consumption","Feeding","CO",2016-04-07,2016,282,"calendar",98,2016,15,NA,NA,"16052_Fruit/seed consumption_2016"
2803,39.971001,-105.397003,405,"Tamias","minimus","least chipmunk","Animalia",16052,311,"Nut gathering",2016,4,7,98,2457486,4,"16052_Nut gathering","Feeding","CO",2016-04-07,2016,282,"calendar",98,2016,15,NA,NA,"16052_Nut gathering_2016"
2803,39.971001,-105.397003,405,"Tamias","minimus","least chipmunk","Animalia",16052,344,"Young individuals",2016,5,29,150,2457538,2,"16052_Young individuals","Young observed","CO",2016-05-29,2016,334,"calendar",150,2016,14,NA,NA,"16052_Young individuals_2016"
6362,43.012966,-73.649918,270,"Odocoileus","virginianus","white-tailed deer","Animalia",18144,344,"Young individuals",2016,12,6,341,2457729,7,"18144_Young individuals","Young observed","NY",2016-12-06,2017,159,"calendar",341,2016,11,NA,NA,"18144_Young individuals_2016"
8418,32.363758,-94.873947,1144,"Sciurus","carolinensis","eastern gray squirrel","Animalia",25350,310,"Fruit/seed consumption",2016,1,3,3,2457391,NA,"25350_Fruit/seed consumption","Feeding","TX",2016-01-03,2016,187,"calendar",3,2016,12,NA,NA,"25350_Fruit/seed consumption_2016"
8418,32.363758,-94.873947,1144,"Sciurus","carolinensis","eastern gray squirrel","Animalia",25350,311,"Nut gathering",2016,9,18,262,2457650,4,"25350_Nut gathering","Feeding","TX",2016-09-18,2017,80,"calendar",262,2016,11,NA,NA,"25350_Nut gathering_2016"
6091,34.11578,-118.757507,404,"Otospermophilus","beecheyi","California ground squirrel","Animalia",33832,344,"Young individuals",2016,4,22,113,2457501,7,"33832_Young individuals","Young observed","CA",2016-04-22,2016,297,"calendar",113,2016,11,NA,NA,"33832_Young individuals_2016"
8496,46.328629,-96.061256,1144,"Sciurus","carolinensis","eastern gray squirrel","Animalia",34923,310,"Fruit/seed consumption",2016,1,10,10,2457398,NA,"34923_Fruit/seed consumption","Feeding","MN",2016-01-10,2016,194,"calendar",10,2016,13,NA,NA,"34923_Fruit/seed consumption_2016"
8496,46.328629,-96.061256,1146,"Tamiasciurus","hudsonicus","red squirrel","Animalia",34926,310,"Fruit/seed consumption",2016,1,15,15,2457403,5,"34926_Fruit/seed consumption","Feeding","MN",2016-01-15,2016,199,"calendar",15,2016,11,NA,NA,"34926_Fruit/seed consumption_2016"
10145,42.602543,-83.250992,410,"Sylvilagus","floridanus","eastern cottontail","Animalia",38884,344,"Young individuals",2016,8,2,215,2457603,1,"38884_Young individuals","Young observed","MI",2016-08-02,2017,33,"calendar",215,2016,11,NA,NA,"38884_Young individuals_2016"
10145,42.602543,-83.250992,1144,"Sciurus","carolinensis","eastern gray squirrel","Animalia",38885,311,"Nut gathering",2016,9,9,253,2457641,1,"38885_Nut gathering","Feeding","MI",2016-09-09,2017,71,"calendar",253,2016,9,NA,NA,"38885_Nut gathering_2016"
10145,42.602543,-83.250992,1145,"Sciurus","niger","fox squirrel","Animalia",38896,311,"Nut gathering",2016,1,17,17,2457405,1,"38896_Nut gathering","Feeding","MI",2016-01-17,2016,201,"calendar",17,2016,9,NA,NA,"38896_Nut gathering_2016"
10145,42.602543,-83.250992,266,"Marmota","monax","woodchuck","Animalia",38980,344,"Young individuals",2016,5,19,140,2457528,1,"38980_Young individuals","Young observed","MI",2016-05-19,2016,324,"calendar",140,2016,12,NA,NA,"38980_Young individuals_2016"
10717,38.285664,-111.246605,263,"Marmota","flaviventris","yellow-bellied marmot","Animalia",42594,344,"Young individuals",2016,6,12,164,2457552,13,"42594_Young individuals","Young observed","UT",2016-06-12,2016,348,"calendar",164,2016,9,NA,NA,"42594_Young individuals_2016"
10717,38.285664,-111.246605,264,"Odocoileus","hemionus","mule deer","Animalia",42595,344,"Young individuals",2016,7,30,212,2457600,10,"42595_Young individuals","Young observed","UT",2016-07-30,2017,30,"calendar",212,2016,9,NA,NA,"42595_Young individuals_2016"
