"site_id","latitude","longitude","elevation_in_meters","state","species_id","genus","species","common_name","kingdom","individual_id","phenophase_id","phenophase_description","first_yes_year","first_yes_month","first_yes_day","first_yes_doy","first_yes_julian_date","numdays_since_prior_no","last_yes_year","last_yes_month","last_yes_day","last_yes_doy","last_yes_julian_date","numdays_until_next_no","ind_phen","phenophase","summer_year","first_yes_date","dosy","dop","year","series_yrs","seasonally_inactive","active_jan1","ind_phen_year"
2803,39.971001,-105.397003,2329,"CO",409,"Cervus","elaphus","elk","Animalia",16051,338,"Males vocalizing",2013,10,20,293,2456586,2,2013,10,20,293,2456586,7,"16051_Males vocalizing","Mating activity",2014,2013-10-20,112,112,2014,14,NA,NA,"16051_Males vocalizing_2014"
2803,39.971001,-105.397003,2329,"CO",409,"Cervus","elaphus","elk","Animalia",16051,339,"Male combat (horn/antler)",2013,11,27,331,2456624,13,2013,11,27,331,2456624,4,"16051_Male combat (horn/antler)","Mating activity",2014,2013-11-27,150,150,2014,13,NA,NA,"16051_Male combat (horn/antler)_2014"
2803,39.971001,-105.397003,2329,"CO",409,"Cervus","elaphus","elk","Animalia",16051,344,"Young individuals",2013,2,28,59,2456352,4,2013,3,3,62,2456355,11,"16051_Young individuals","Young observed",2013,2013-02-28,243,59,2013,14,NA,NA,"16051_Young individuals_2013"
2803,39.971001,-105.397003,2329,"CO",405,"Tamias","minimus","least chipmunk","Animalia",16052,310,"Fruit/seed consumption",2013,4,25,115,2456408,4,2013,4,28,118,2456411,4,"16052_Fruit/seed consumption","Feeding",2013,2013-04-25,299,115,2013,15,NA,NA,"16052_Fruit/seed consumption_2013"
2803,39.971001,-105.397003,2329,"CO",405,"Tamias","minimus","least chipmunk","Animalia",16052,311,"Nut gathering",2013,4,28,118,2456411,3,2013,4,28,118,2456411,4,"16052_Nut gathering","Feeding",2013,2013-04-28,302,118,2013,15,NA,NA,"16052_Nut gathering_2013"
2803,39.971001,-105.397003,2329,"CO",405,"Tamias","minimus","least chipmunk","Animalia",16052,344,"Young individuals",2013,6,23,174,2456467,3,2013,8,1,213,2456506,38,"16052_Young individuals","Young observed",2013,2013-06-23,358,174,2013,14,NA,NA,"16052_Young individuals_2013"
2803,39.971001,-105.397003,2329,"CO",264,"Odocoileus","hemionus","mule deer","Animalia",16053,344,"Young individuals",2013,4,25,115,2456408,4,2013,4,25,115,2456408,3,"16053_Young individuals","Young observed",2013,2013-04-25,299,115,2013,12,NA,NA,"16053_Young individuals_2013"
8418,32.363758,-94.873947,115,"TX",1144,"Sciurus","carolinensis","eastern gray squirrel","Animalia",25350,310,"Fruit/seed consumption",2013,1,6,6,2456299,3,2013,1,6,6,2456299,4,"25350_Fruit/seed consumption","Feeding",2013,2013-01-06,190,6,2013,12,NA,NA,"25350_Fruit/seed consumption_2013"
8418,32.363758,-94.873947,115,"TX",1144,"Sciurus","carolinensis","eastern gray squirrel","Animalia",25350,311,"Nut gathering",2013,1,6,6,2456299,3,2013,1,6,6,2456299,4,"25350_Nut gathering","Feeding",2013,2013-01-06,190,6,2013,11,NA,NA,"25350_Nut gathering_2013"
6091,34.11578,-118.757507,282,"CA",404,"Otospermophilus","beecheyi","California ground squirrel","Animalia",33832,344,"Young individuals",2013,6,21,172,2456465,7,2013,6,21,172,2456465,5,"33832_Young individuals","Young observed",2013,2013-06-21,356,172,2013,11,NA,NA,"33832_Young individuals_2013"
8496,46.328629,-96.061256,393,"MN",1144,"Sciurus","carolinensis","eastern gray squirrel","Animalia",34923,310,"Fruit/seed consumption",2013,1,25,25,2456318,NA,2013,1,28,28,2456321,3,"34923_Fruit/seed consumption","Feeding",2013,2013-01-25,209,25,2013,13,NA,NA,"34923_Fruit/seed consumption_2013"
8496,46.328629,-96.061256,393,"MN",1146,"Tamiasciurus","hudsonicus","red squirrel","Animalia",34926,310,"Fruit/seed consumption",2013,1,25,25,2456318,NA,2013,1,25,25,2456318,3,"34926_Fruit/seed consumption","Feeding",2013,2013-01-25,209,25,2013,11,NA,NA,"34926_Fruit/seed consumption_2013"
10145,42.602543,-83.250992,277,"MI",1144,"Sciurus","carolinensis","eastern gray squirrel","Animalia",38885,311,"Nut gathering",2013,9,27,270,2456563,1,2013,9,27,270,2456563,1,"38885_Nut gathering","Feeding",2014,2013-09-27,89,270,2013,9,NA,NA,"38885_Nut gathering_2013"
10145,42.602543,-83.250992,277,"MI",1145,"Sciurus","niger","fox squirrel","Animalia",38896,311,"Nut gathering",2013,4,26,116,2456409,NA,2013,4,26,116,2456409,4,"38896_Nut gathering","Feeding",2013,2013-04-26,300,116,2013,9,NA,NA,"38896_Nut gathering_2013"
10145,42.602543,-83.250992,277,"MI",270,"Odocoileus","virginianus","white-tailed deer","Animalia",38973,344,"Young individuals",2013,6,26,177,2456470,NA,2013,6,26,177,2456470,2,"38973_Young individuals","Young observed",2013,2013-06-26,361,177,2013,10,NA,NA,"38973_Young individuals_2013"
10145,42.602543,-83.250992,277,"MI",266,"Marmota","monax","woodchuck","Animalia",38980,344,"Young individuals",2013,6,26,177,2456470,2,2013,6,28,179,2456472,1,"38980_Young individuals","Young observed",2013,2013-06-26,361,177,2013,12,NA,NA,"38980_Young individuals_2013"
10717,38.285664,-111.246605,1790,"UT",263,"Marmota","flaviventris","yellow-bellied marmot","Animalia",42594,344,"Young individuals",2013,6,5,156,2456449,1,2013,6,5,156,2456449,2,"42594_Young individuals","Young observed",2013,2013-06-05,340,156,2013,9,NA,NA,"42594_Young individuals_2013"
10717,38.285664,-111.246605,1790,"UT",264,"Odocoileus","hemionus","mule deer","Animalia",42595,344,"Young individuals",2013,4,29,119,2456412,1,2013,4,29,119,2456412,4,"42595_Young individuals","Young observed",2013,2013-04-29,303,119,2013,9,NA,NA,"42595_Young individuals_2013"
1419,42.011166,-88.503304,280,"IL",271,"Tamias","striatus","eastern chipmunk","Animalia",10285,310,"Fruit/seed consumption",2014,3,15,74,2456732,17,2014,3,15,74,2456732,7,"10285_Fruit/seed consumption","Feeding",2014,2014-03-15,258,74,2014,11,NA,NA,"10285_Fruit/seed consumption_2014"
2803,39.971001,-105.397003,2329,"CO",1715,"Sylvilagus","nuttallii","mountain cottontail","Animalia",16050,344,"Young individuals",2014,6,29,180,2456838,16,2014,9,28,271,2456929,5,"16050_Young individuals","Young observed",2014,2014-06-29,364,180,2014,14,NA,NA,"16050_Young individuals_2014"
2803,39.971001,-105.397003,2329,"CO",409,"Cervus","elaphus","elk","Animalia",16051,338,"Males vocalizing",2014,10,9,282,2456940,4,2014,10,17,290,2456948,2,"16051_Males vocalizing","Mating activity",2015,2014-10-09,101,101,2015,14,NA,NA,"16051_Males vocalizing_2015"
2803,39.971001,-105.397003,2329,"CO",409,"Cervus","elaphus","elk","Animalia",16051,339,"Male combat (horn/antler)",2014,10,17,290,2456948,8,2014,10,17,290,2456948,2,"16051_Male combat (horn/antler)","Mating activity",2015,2014-10-17,109,109,2015,13,NA,NA,"16051_Male combat (horn/antler)_2015"
2803,39.971001,-105.397003,2329,"CO",409,"Cervus","elaphus","elk","Animalia",16051,344,"Young individuals",2014,1,23,23,2456681,3,2014,1,23,23,2456681,4,"16051_Young individuals","Young observed",2014,2014-01-23,207,23,2014,14,NA,NA,"16051_Young individuals_2014"
2803,39.971001,-105.397003,2329,"CO",405,"Tamias","minimus","least chipmunk","Animalia",16052,310,"Fruit/seed consumption",2014,5,9,129,2456787,8,2014,5,9,129,2456787,3,"16052_Fruit/seed consumption","Feeding",2014,2014-05-09,313,129,2014,15,NA,NA,"16052_Fruit/seed consumption_2014"
2803,39.971001,-105.397003,2329,"CO",405,"Tamias","minimus","least chipmunk","Animalia",16052,311,"Nut gathering",2014,5,1,121,2456779,6,2014,5,1,121,2456779,8,"16052_Nut gathering","Feeding",2014,2014-05-01,305,121,2014,15,NA,NA,"16052_Nut gathering_2014"
2803,39.971001,-105.397003,2329,"CO",405,"Tamias","minimus","least chipmunk","Animalia",16052,344,"Young individuals",2014,8,11,223,2456881,25,2014,9,28,271,2456929,5,"16052_Young individuals","Young observed",2015,2014-08-11,42,223,2014,14,NA,NA,"16052_Young individuals_2014"
6362,43.012966,-73.649918,108,"NY",270,"Odocoileus","virginianus","white-tailed deer","Animalia",18144,344,"Young individuals",2014,8,4,216,2456874,20,2014,8,4,216,2456874,7,"18144_Young individuals","Young observed",2015,2014-08-04,35,216,2014,11,NA,NA,"18144_Young individuals_2014"
8418,32.363758,-94.873947,115,"TX",1144,"Sciurus","carolinensis","eastern gray squirrel","Animalia",25350,310,"Fruit/seed consumption",2014,1,11,11,2456669,6,2014,1,18,18,2456676,8,"25350_Fruit/seed consumption","Feeding",2014,2014-01-11,195,11,2014,12,NA,NA,"25350_Fruit/seed consumption_2014"
8418,32.363758,-94.873947,115,"TX",1144,"Sciurus","carolinensis","eastern gray squirrel","Animalia",25350,311,"Nut gathering",2014,9,14,257,2456915,4,2014,9,14,257,2456915,3,"25350_Nut gathering","Feeding",2015,2014-09-14,76,257,2014,11,NA,NA,"25350_Nut gathering_2014"
6091,34.11578,-118.757507,282,"CA",404,"Otospermophilus","beecheyi","California ground squirrel","Animalia",33832,344,"Young individuals",2014,5,22,142,2456800,6,2014,6,20,171,2456829,5,"33832_Young individuals","Young observed",2014,2014-05-22,326,142,2014,11,NA,NA,"33832_Young individuals_2014"
8496,46.328629,-96.061256,393,"MN",1144,"Sciurus","carolinensis","eastern gray squirrel","Animalia",34923,310,"Fruit/seed consumption",2014,1,2,2,2456660,NA,2014,3,10,69,2456727,8,"34923_Fruit/seed consumption","Feeding",2014,2014-01-02,186,2,2014,13,NA,NA,"34923_Fruit/seed consumption_2014"
8496,46.328629,-96.061256,393,"MN",1146,"Tamiasciurus","hudsonicus","red squirrel","Animalia",34926,310,"Fruit/seed consumption",2014,2,15,46,2456704,12,2014,2,15,46,2456704,9,"34926_Fruit/seed consumption","Feeding",2014,2014-02-15,230,46,2014,11,NA,NA,"34926_Fruit/seed consumption_2014"
10145,42.602543,-83.250992,277,"MI",410,"Sylvilagus","floridanus","eastern cottontail","Animalia",38884,344,"Young individuals",2014,9,9,252,2456910,1,2014,9,9,252,2456910,1,"38884_Young individuals","Young observed",2015,2014-09-09,71,252,2014,11,NA,NA,"38884_Young individuals_2014"
10145,42.602543,-83.250992,277,"MI",1144,"Sciurus","carolinensis","eastern gray squirrel","Animalia",38885,311,"Nut gathering",2014,6,9,160,2456818,1,2014,6,9,160,2456818,2,"38885_Nut gathering","Feeding",2014,2014-06-09,344,160,2014,9,NA,NA,"38885_Nut gathering_2014"
10145,42.602543,-83.250992,277,"MI",1145,"Sciurus","niger","fox squirrel","Animalia",38896,311,"Nut gathering",2014,9,3,246,2456904,1,2014,9,5,248,2456906,1,"38896_Nut gathering","Feeding",2015,2014-09-03,65,246,2014,9,NA,NA,"38896_Nut gathering_2014"
10145,42.602543,-83.250992,277,"MI",266,"Marmota","monax","woodchuck","Animalia",38980,344,"Young individuals",2014,6,26,177,2456835,1,2014,7,1,182,2456840,1,"38980_Young individuals","Young observed",2014,2014-06-26,361,177,2014,12,NA,NA,"38980_Young individuals_2014"
10717,38.285664,-111.246605,1790,"UT",263,"Marmota","flaviventris","yellow-bellied marmot","Animalia",42594,344,"Young individuals",2014,4,14,104,2456762,1,2014,4,24,114,2456772,1,"42594_Young individuals","Young observed",2014,2014-04-14,288,104,2014,9,NA,NA,"42594_Young individuals_2014"
10717,38.285664,-111.246605,1790,"UT",264,"Odocoileus","hemionus","mule deer","Animalia",42595,344,"Young individuals",2014,6,20,171,2456829,2,2014,6,21,172,2456830,1,"42595_Young individuals","Young observed",2014,2014-06-20,355,171,2014,9,NA,NA,"42595_Young individuals_2014"
1419,42.011166,-88.503304,280,"IL",271,"Tamias","striatus","eastern chipmunk","Animalia",10285,310,"Fruit/seed consumption",2015,5,10,130,2457153,8,2015,5,10,130,2457153,4,"10285_Fruit/seed consumption","Feeding",2015,2015-05-10,314,130,2015,11,NA,NA,"10285_Fruit/seed consumption_2015"
2803,39.971001,-105.397003,2329,"CO",1715,"Sylvilagus","nuttallii","mountain cottontail","Animalia",16050,344,"Young individuals",2015,6,9,160,2457183,9,2015,6,17,168,2457191,2,"16050_Young individuals","Young observed",2015,2015-06-09,344,160,2015,14,NA,NA,"16050_Young individuals_2015"
2803,39.971001,-105.397003,2329,"CO",409,"Cervus","elaphus","elk","Animalia",16051,338,"Males vocalizing",2015,10,25,298,2457321,3,2015,10,25,298,2457321,5,"16051_Males vocalizing","Mating activity",2016,2015-10-25,117,117,2016,14,NA,NA,"16051_Males vocalizing_2016"
2803,39.971001,-105.397003,2329,"CO",409,"Cervus","elaphus","elk","Animalia",16051,339,"Male combat (horn/antler)",2015,10,25,298,2457321,3,2015,10,25,298,2457321,5,"16051_Male combat (horn/antler)","Mating activity",2016,2015-10-25,117,117,2016,13,NA,NA,"16051_Male combat (horn/antler)_2016"
2803,39.971001,-105.397003,2329,"CO",409,"Cervus","elaphus","elk","Animalia",16051,344,"Young individuals",2015,3,22,81,2457104,2,2015,4,5,95,2457118,2,"16051_Young individuals","Young observed",2015,2015-03-22,265,81,2015,14,NA,NA,"16051_Young individuals_2015"
2803,39.971001,-105.397003,2329,"CO",405,"Tamias","minimus","least chipmunk","Animalia",16052,310,"Fruit/seed consumption",2015,5,25,145,2457168,8,2015,6,24,175,2457198,19,"16052_Fruit/seed consumption","Feeding",2015,2015-05-25,329,145,2015,15,NA,NA,"16052_Fruit/seed consumption_2015"
2803,39.971001,-105.397003,2329,"CO",405,"Tamias","minimus","least chipmunk","Animalia",16052,311,"Nut gathering",2015,3,22,81,2457104,2,2015,3,22,81,2457104,11,"16052_Nut gathering","Feeding",2015,2015-03-22,265,81,2015,15,NA,NA,"16052_Nut gathering_2015"
2803,39.971001,-105.397003,2329,"CO",405,"Tamias","minimus","least chipmunk","Animalia",16052,344,"Young individuals",2015,6,17,168,2457191,8,2015,6,24,175,2457198,19,"16052_Young individuals","Young observed",2015,2015-06-17,352,168,2015,14,NA,NA,"16052_Young individuals_2015"
2803,39.971001,-105.397003,2329,"CO",264,"Odocoileus","hemionus","mule deer","Animalia",16053,344,"Young individuals",2015,4,5,95,2457118,3,2015,4,5,95,2457118,2,"16053_Young individuals","Young observed",2015,2015-04-05,279,95,2015,12,NA,NA,"16053_Young individuals_2015"
6362,43.012966,-73.649918,108,"NY",270,"Odocoileus","virginianus","white-tailed deer","Animalia",18144,344,"Young individuals",2015,9,8,251,2457274,13,2015,9,8,251,2457274,8,"18144_Young individuals","Young observed",2016,2015-09-08,70,251,2015,11,NA,NA,"18144_Young individuals_2015"
8418,32.363758,-94.873947,115,"TX",1144,"Sciurus","carolinensis","eastern gray squirrel","Animalia",25350,310,"Fruit/seed consumption",2015,3,15,74,2457097,44,2015,4,12,102,2457125,3,"25350_Fruit/seed consumption","Feeding",2015,2015-03-15,258,74,2015,12,NA,NA,"25350_Fruit/seed consumption_2015"
8418,32.363758,-94.873947,115,"TX",1144,"Sciurus","carolinensis","eastern gray squirrel","Animalia",25350,311,"Nut gathering",2015,9,23,266,2457289,3,2015,9,23,266,2457289,4,"25350_Nut gathering","Feeding",2016,2015-09-23,85,266,2015,11,NA,NA,"25350_Nut gathering_2015"
6091,34.11578,-118.757507,282,"CA",404,"Otospermophilus","beecheyi","California ground squirrel","Animalia",33832,344,"Young individuals",2015,5,1,121,2457144,9,2015,5,14,134,2457157,6,"33832_Young individuals","Young observed",2015,2015-05-01,305,121,2015,11,NA,NA,"33832_Young individuals_2015"
8496,46.328629,-96.061256,393,"MN",1144,"Sciurus","carolinensis","eastern gray squirrel","Animalia",34923,310,"Fruit/seed consumption",2015,1,2,2,2457025,NA,2015,3,14,73,2457096,6,"34923_Fruit/seed consumption","Feeding",2015,2015-01-02,186,2,2015,13,NA,NA,"34923_Fruit/seed consumption_2015"
8496,46.328629,-96.061256,393,"MN",1146,"Tamiasciurus","hudsonicus","red squirrel","Animalia",34926,310,"Fruit/seed consumption",2015,1,2,2,2457025,NA,2015,1,2,2,2457025,3,"34926_Fruit/seed consumption","Feeding",2015,2015-01-02,186,2,2015,11,NA,NA,"34926_Fruit/seed consumption_2015"
10145,42.602543,-83.250992,277,"MI",410,"Sylvilagus","floridanus","eastern cottontail","Animalia",38884,344,"Young individuals",2015,6,4,155,2457178,1,2015,6,4,155,2457178,1,"38884_Young individuals","Young observed",2015,2015-06-04,339,155,2015,11,NA,NA,"38884_Young individuals_2015"
10145,42.602543,-83.250992,277,"MI",1144,"Sciurus","carolinensis","eastern gray squirrel","Animalia",38885,311,"Nut gathering",2015,9,19,262,2457285,1,2015,9,19,262,2457285,1,"38885_Nut gathering","Feeding",2016,2015-09-19,81,262,2015,9,NA,NA,"38885_Nut gathering_2015"
10145,42.602543,-83.250992,277,"MI",270,"Odocoileus","virginianus","white-tailed deer","Animalia",38973,344,"Young individuals",2015,6,17,168,2457191,1,2015,6,17,168,2457191,1,"38973_Young individuals","Young observed",2015,2015-06-17,352,168,2015,10,NA,NA,"38973_Young individuals_2015"
10145,42.602543,-83.250992,277,"MI",266,"Marmota","monax","woodchuck","Animalia",38980,344,"Young individuals",2015,6,4,155,2457178,1,2015,6,5,156,2457179,1,"38980_Young individuals","Young observed",2015,2015-06-04,339,155,2015,12,NA,NA,"38980_Young individuals_2015"
10717,38.285664,-111.246605,1790,"UT",263,"Marmota","flaviventris","yellow-bellied marmot","Animalia",42594,344,"Young individuals",2015,5,29,149,2457172,27,2015,5,29,149,2457172,7,"42594_Young individuals","Young observed",2015,2015-05-29,333,149,2015,9,NA,NA,"42594_Young individuals_2015"
10717,38.285664,-111.246605,1790,"UT",264,"Odocoileus","hemionus","mule deer","Animalia",42595,344,"Young individuals",2015,3,23,82,2457105,1,2015,3,23,82,2457105,6,"42595_Young individuals","Young observed",2015,2015-03-23,266,82,2015,9,NA,NA,"42595_Young individuals_2015"
101,37.169998,-98.029999,410,"KS",1145,"Sciurus","niger","fox squirrel","Animalia",82543,310,"Fruit/seed consumption",2015,3,8,67,2457090,NA,2015,11,8,312,2457335,NA,"82543_Fruit/seed consumption","Feeding",2015,2015-03-08,251,67,2015,11,NA,NA,"82543_Fruit/seed consumption_2015"
101,37.169998,-98.029999,410,"KS",1145,"Sciurus","niger","fox squirrel","Animalia",82543,344,"Young individuals",2015,6,14,165,2457188,56,2015,6,14,165,2457188,147,"82543_Young individuals","Young observed",2015,2015-06-14,349,165,2015,11,NA,NA,"82543_Young individuals_2015"
1419,42.011166,-88.503304,280,"IL",271,"Tamias","striatus","eastern chipmunk","Animalia",10285,310,"Fruit/seed consumption",2016,5,28,149,2457537,21,2016,5,28,149,2457537,7,"10285_Fruit/seed consumption","Feeding",2016,2016-05-28,333,149,2016,11,NA,NA,"10285_Fruit/seed consumption_2016"
2803,39.971001,-105.397003,2329,"CO",1715,"Sylvilagus","nuttallii","mountain cottontail","Animalia",16050,344,"Young individuals",2016,8,22,235,2457623,3,2016,9,1,245,2457633,5,"16050_Young individuals","Young observed",2017,2016-08-22,53,235,2016,14,NA,NA,"16050_Young individuals_2016"
2803,39.971001,-105.397003,2329,"CO",409,"Cervus","elaphus","elk","Animalia",16051,338,"Males vocalizing",2016,11,1,306,2457694,4,2016,11,4,309,2457697,3,"16051_Males vocalizing","Mating activity",2017,2016-11-01,124,124,2017,14,NA,NA,"16051_Males vocalizing_2017"
2803,39.971001,-105.397003,2329,"CO",409,"Cervus","elaphus","elk","Animalia",16051,339,"Male combat (horn/antler)",2016,11,1,306,2457694,4,2016,11,4,309,2457697,3,"16051_Male combat (horn/antler)","Mating activity",2017,2016-11-01,124,124,2017,13,NA,NA,"16051_Male combat (horn/antler)_2017"
2803,39.971001,-105.397003,2329,"CO",409,"Cervus","elaphus","elk","Animalia",16051,344,"Young individuals",2016,2,7,38,2457426,3,2016,2,7,38,2457426,5,"16051_Young individuals","Young observed",2016,2016-02-07,222,38,2016,14,NA,NA,"16051_Young individuals_2016"
2803,39.971001,-105.397003,2329,"CO",405,"Tamias","minimus","least chipmunk","Animalia",16052,310,"Fruit/seed consumption",2016,4,7,98,2457486,4,2016,4,10,101,2457489,14,"16052_Fruit/seed consumption","Feeding",2016,2016-04-07,282,98,2016,15,NA,NA,"16052_Fruit/seed consumption_2016"
2803,39.971001,-105.397003,2329,"CO",405,"Tamias","minimus","least chipmunk","Animalia",16052,311,"Nut gathering",2016,4,7,98,2457486,4,2016,4,7,98,2457486,17,"16052_Nut gathering","Feeding",2016,2016-04-07,282,98,2016,15,NA,NA,"16052_Nut gathering_2016"
2803,39.971001,-105.397003,2329,"CO",405,"Tamias","minimus","least chipmunk","Animalia",16052,344,"Young individuals",2016,5,29,150,2457538,2,2016,8,19,232,2457620,7,"16052_Young individuals","Young observed",2016,2016-05-29,334,150,2016,14,NA,NA,"16052_Young individuals_2016"
6362,43.012966,-73.649918,108,"NY",270,"Odocoileus","virginianus","white-tailed deer","Animalia",18144,344,"Young individuals",2016,12,6,341,2457729,7,2016,12,6,341,2457729,7,"18144_Young individuals","Young observed",2017,2016-12-06,159,341,2016,11,NA,NA,"18144_Young individuals_2016"
8418,32.363758,-94.873947,115,"TX",1144,"Sciurus","carolinensis","eastern gray squirrel","Animalia",25350,310,"Fruit/seed consumption",2016,1,3,3,2457391,NA,2016,1,17,17,2457405,3,"25350_Fruit/seed consumption","Feeding",2016,2016-01-03,187,3,2016,12,NA,NA,"25350_Fruit/seed consumption_2016"
8418,32.363758,-94.873947,115,"TX",1144,"Sciurus","carolinensis","eastern gray squirrel","Animalia",25350,311,"Nut gathering",2016,9,18,262,2457650,4,2016,9,18,262,2457650,3,"25350_Nut gathering","Feeding",2017,2016-09-18,80,262,2016,11,NA,NA,"25350_Nut gathering_2016"
6091,34.11578,-118.757507,282,"CA",404,"Otospermophilus","beecheyi","California ground squirrel","Animalia",33832,344,"Young individuals",2016,4,22,113,2457501,7,2016,4,22,113,2457501,6,"33832_Young individuals","Young observed",2016,2016-04-22,297,113,2016,11,NA,NA,"33832_Young individuals_2016"
8496,46.328629,-96.061256,393,"MN",1144,"Sciurus","carolinensis","eastern gray squirrel","Animalia",34923,310,"Fruit/seed consumption",2016,1,10,10,2457398,NA,2016,9,10,254,2457642,9,"34923_Fruit/seed consumption","Feeding",2016,2016-01-10,194,10,2016,13,NA,NA,"34923_Fruit/seed consumption_2016"
8496,46.328629,-96.061256,393,"MN",1146,"Tamiasciurus","hudsonicus","red squirrel","Animalia",34926,310,"Fruit/seed consumption",2016,1,15,15,2457403,5,2016,1,26,26,2457414,5,"34926_Fruit/seed consumption","Feeding",2016,2016-01-15,199,15,2016,11,NA,NA,"34926_Fruit/seed consumption_2016"
10145,42.602543,-83.250992,277,"MI",410,"Sylvilagus","floridanus","eastern cottontail","Animalia",38884,344,"Young individuals",2016,8,2,215,2457603,1,2016,8,2,215,2457603,1,"38884_Young individuals","Young observed",2017,2016-08-02,33,215,2016,11,NA,NA,"38884_Young individuals_2016"
10145,42.602543,-83.250992,277,"MI",1144,"Sciurus","carolinensis","eastern gray squirrel","Animalia",38885,311,"Nut gathering",2016,9,9,253,2457641,1,2016,9,10,254,2457642,1,"38885_Nut gathering","Feeding",2017,2016-09-09,71,253,2016,9,NA,NA,"38885_Nut gathering_2016"
10145,42.602543,-83.250992,277,"MI",1145,"Sciurus","niger","fox squirrel","Animalia",38896,311,"Nut gathering",2016,1,17,17,2457405,1,2016,1,17,17,2457405,1,"38896_Nut gathering","Feeding",2016,2016-01-17,201,17,2016,9,NA,NA,"38896_Nut gathering_2016"
10145,42.602543,-83.250992,277,"MI",266,"Marmota","monax","woodchuck","Animalia",38980,344,"Young individuals",2016,5,19,140,2457528,1,2016,5,20,141,2457529,1,"38980_Young individuals","Young observed",2016,2016-05-19,324,140,2016,12,NA,NA,"38980_Young individuals_2016"
10717,38.285664,-111.246605,1790,"UT",263,"Marmota","flaviventris","yellow-bellied marmot","Animalia",42594,344,"Young individuals",2016,6,12,164,2457552,13,2016,6,12,164,2457552,8,"42594_Young individuals","Young observed",2016,2016-06-12,348,164,2016,9,NA,NA,"42594_Young individuals_2016"
10717,38.285664,-111.246605,1790,"UT",264,"Odocoileus","hemionus","mule deer","Animalia",42595,344,"Young individuals",2016,7,30,212,2457600,10,2016,7,30,212,2457600,8,"42595_Young individuals","Young observed",2017,2016-07-30,30,212,2016,9,NA,NA,"42595_Young individuals_2016"
101,37.169998,-98.029999,410,"KS",1145,"Sciurus","niger","fox squirrel","Animalia",82543,310,"Fruit/seed consumption",2016,3,6,66,2457454,NA,2016,3,6,66,2457454,7,"82543_Fruit/seed consumption","Feeding",2016,2016-03-06,250,66,2016,11,NA,NA,"82543_Fruit/seed consumption_2016"
101,37.169998,-98.029999,410,"KS",1145,"Sciurus","niger","fox squirrel","Animalia",82543,344,"Young individuals",2016,7,14,196,2457584,79,2016,7,14,196,2457584,NA,"82543_Young individuals","Young observed",2017,2016-07-14,14,196,2016,11,NA,NA,"82543_Young individuals_2016"
1419,42.011166,-88.503304,280,"IL",271,"Tamias","striatus","eastern chipmunk","Animalia",10285,310,"Fruit/seed consumption",2017,3,18,77,2457831,8,2017,3,28,87,2457841,5,"10285_Fruit/seed consumption","Feeding",2017,2017-03-18,261,77,2017,11,NA,NA,"10285_Fruit/seed consumption_2017"
2803,39.971001,-105.397003,2329,"CO",1715,"Sylvilagus","nuttallii","mountain cottontail","Animalia",16050,344,"Young individuals",2017,7,14,195,2457949,4,2017,7,17,198,2457952,4,"16050_Young individuals","Young observed",2018,2017-07-14,14,195,2017,14,NA,NA,"16050_Young individuals_2017"
2803,39.971001,-105.397003,2329,"CO",409,"Cervus","elaphus","elk","Animalia",16051,338,"Males vocalizing",2017,9,22,265,2458019,7,2017,9,29,272,2458026,8,"16051_Males vocalizing","Mating activity",2018,2017-09-22,84,84,2018,14,NA,NA,"16051_Males vocalizing_2018"
2803,39.971001,-105.397003,2329,"CO",409,"Cervus","elaphus","elk","Animalia",16051,339,"Male combat (horn/antler)",2017,10,20,293,2458047,5,2017,10,20,293,2458047,14,"16051_Male combat (horn/antler)","Mating activity",2018,2017-10-20,112,112,2018,13,NA,NA,"16051_Male combat (horn/antler)_2018"
2803,39.971001,-105.397003,2329,"CO",409,"Cervus","elaphus","elk","Animalia",16051,344,"Young individuals",2017,1,9,9,2457763,2,2017,1,9,9,2457763,4,"16051_Young individuals","Young observed",2017,2017-01-09,193,9,2017,14,NA,NA,"16051_Young individuals_2017"
2803,39.971001,-105.397003,2329,"CO",405,"Tamias","minimus","least chipmunk","Animalia",16052,310,"Fruit/seed consumption",2017,4,13,103,2457857,5,2017,4,15,105,2457859,2,"16052_Fruit/seed consumption","Feeding",2017,2017-04-13,287,103,2017,15,NA,NA,"16052_Fruit/seed consumption_2017"
2803,39.971001,-105.397003,2329,"CO",405,"Tamias","minimus","least chipmunk","Animalia",16052,311,"Nut gathering",2017,7,10,191,2457945,3,2017,9,2,245,2457999,6,"16052_Nut gathering","Feeding",2018,2017-07-10,10,191,2017,15,NA,NA,"16052_Nut gathering_2017"
2803,39.971001,-105.397003,2329,"CO",405,"Tamias","minimus","least chipmunk","Animalia",16052,344,"Young individuals",2017,4,13,103,2457857,5,2017,4,13,103,2457857,2,"16052_Young individuals","Young observed",2017,2017-04-13,287,103,2017,14,NA,NA,"16052_Young individuals_2017"
2803,39.971001,-105.397003,2329,"CO",264,"Odocoileus","hemionus","mule deer","Animalia",16053,344,"Young individuals",2017,4,1,91,2457845,1,2017,4,1,91,2457845,2,"16053_Young individuals","Young observed",2017,2017-04-01,275,91,2017,12,NA,NA,"16053_Young individuals_2017"
