"site_id","latitude","longitude","elevation_in_meters","state","species_id","genus","species","common_name","kingdom","individual_id","phenophase_id","phenophase_description","first_yes_year","first_yes_month","first_yes_day","first_yes_doy","first_yes_julian_date","numdays_since_prior_no","last_yes_year","last_yes_month","last_yes_day","last_yes_doy","last_yes_julian_date","numdays_until_next_no","ind_phen","phenophase","resident","present_jan1","ind_phen_year","series_yrs"
2803,39.971001,-105.397003,2329,"CO",246,"Turdus","migratorius","American robin","Animalia",16046,292,"Live individuals",2025,3,17,76,2460752,9,2025,3,20,79,2460755,2,"16046_Live individuals","Adults observed",FALSE,0,"16046_Live individuals_2025",15
2803,39.971001,-105.397003,2329,"CO",354,"Selasphorus","platycercus","broad-tailed hummingbird","Animalia",16048,292,"Live individuals",2025,4,25,115,2460791,8,2025,9,17,260,2460936,3,"16048_Live individuals","Adults observed",FALSE,0,"16048_Live individuals_2025",15
2803,39.971001,-105.397003,2329,"CO",357,"Sialia","mexicana","western bluebird","Animalia",16214,292,"Live individuals",2025,4,17,107,2460783,3,2025,4,17,107,2460783,8,"16214_Live individuals","Adults observed",FALSE,0,"16214_Live individuals_2025",14
6481,42.456135,-72.344215,265,"MA",352,"Archilochus","colubris","ruby-throated hummingbird","Animalia",19040,292,"Live individuals",2025,5,1,121,2460797,5,2025,6,3,154,2460830,12,"19040_Live individuals","Adults observed",FALSE,0,"19040_Live individuals_2025",9
8496,46.328629,-96.061256,393,"MN",246,"Turdus","migratorius","American robin","Animalia",25780,292,"Live individuals",2025,5,25,145,2460821,NA,2025,5,25,145,2460821,NA,"25780_Live individuals","Adults observed",FALSE,0,"25780_Live individuals_2025",14
8496,46.328629,-96.061256,393,"MN",352,"Archilochus","colubris","ruby-throated hummingbird","Animalia",25784,292,"Live individuals",2025,5,25,145,2460821,NA,2025,5,25,145,2460821,NA,"25784_Live individuals","Adults observed",FALSE,0,"25784_Live individuals_2025",14
8496,46.328629,-96.061256,393,"MN",1104,"Hirundo","rustica","barn swallow","Animalia",25894,292,"Live individuals",2025,5,25,145,2460821,NA,2025,5,25,145,2460821,NA,"25894_Live individuals","Adults observed",FALSE,0,"25894_Live individuals_2025",14
8496,46.328629,-96.061256,393,"MN",355,"Troglodytes","aedon","house wren","Animalia",25897,292,"Live individuals",2025,5,25,145,2460821,NA,2025,5,25,145,2460821,NA,"25897_Live individuals","Adults observed",FALSE,0,"25897_Live individuals_2025",14
8496,46.328629,-96.061256,393,"MN",1124,"Tachycineta","bicolor","tree swallow","Animalia",25899,292,"Live individuals",2025,5,25,145,2460821,NA,2025,5,25,145,2460821,NA,"25899_Live individuals","Adults observed",FALSE,0,"25899_Live individuals_2025",14
8715,43.522804,-70.802277,215,"ME",352,"Archilochus","colubris","ruby-throated hummingbird","Animalia",28193,292,"Live individuals",2025,5,3,123,2460799,5,2025,5,5,125,2460801,6,"28193_Live individuals","Adults observed",FALSE,0,"28193_Live individuals_2025",14
8418,32.363758,-94.873947,115,"TX",352,"Archilochus","colubris","ruby-throated hummingbird","Animalia",30980,292,"Live individuals",2025,3,26,85,2460761,3,2025,3,26,85,2460761,5,"30980_Live individuals","Adults observed",FALSE,0,"30980_Live individuals_2025",12
8496,46.328629,-96.061256,393,"MN",375,"Zenaida","macroura","mourning dove","Animalia",32296,292,"Live individuals",2025,5,25,145,2460821,NA,2025,5,25,145,2460821,NA,"32296_Live individuals","Adults observed",FALSE,0,"32296_Live individuals_2025",14
9344,35.640373,-83.692863,473,"TN",377,"Vireo","olivaceus","red-eyed vireo","Animalia",32889,293,"Calls or song (birds)",2025,4,21,111,2460787,9,2025,4,21,111,2460787,123,"32889_Calls or song (birds)","Adults observed",FALSE,0,"32889_Calls or song (birds)_2025",10
10145,42.602543,-83.250992,277,"MI",1193,"Setophaga","ruticilla","American redstart","Animalia",38839,293,"Calls or song (birds)",2025,5,4,124,2460800,NA,2025,5,5,125,2460801,1,"38839_Calls or song (birds)","Adults observed",FALSE,0,"38839_Calls or song (birds)_2025",10
10145,42.602543,-83.250992,277,"MI",360,"Icterus","galbula","Baltimore oriole","Animalia",38844,292,"Live individuals",2025,5,2,122,2460798,1,2025,5,2,122,2460798,1,"38844_Live individuals","Adults observed",FALSE,0,"38844_Live individuals_2025",10
10145,42.602543,-83.250992,277,"MI",1104,"Hirundo","rustica","barn swallow","Animalia",38845,292,"Live individuals",2025,5,3,123,2460799,1,2025,5,3,123,2460799,1,"38845_Live individuals","Adults observed",FALSE,0,"38845_Live individuals_2025",13
10145,42.602543,-83.250992,277,"MI",1098,"Setophaga","virens","black-throated green warbler","Animalia",38850,293,"Calls or song (birds)",2025,5,4,124,2460800,NA,2025,5,5,125,2460801,1,"38850_Calls or song (birds)","Adults observed",FALSE,0,"38850_Calls or song (birds)_2025",9
10145,42.602543,-83.250992,277,"MI",363,"Molothrus","ater","brown-headed cowbird","Animalia",38857,292,"Live individuals",2025,3,30,89,2460765,NA,2025,3,30,89,2460765,1,"38857_Live individuals","Adults observed",FALSE,0,"38857_Live individuals_2025",13
10145,42.602543,-83.250992,277,"MI",1093,"Chaetura","pelagica","chimney swift","Animalia",38864,292,"Live individuals",2025,4,29,119,2460795,1,2025,4,29,119,2460795,1,"38864_Live individuals","Adults observed",FALSE,0,"38864_Live individuals_2025",13
10145,42.602543,-83.250992,277,"MI",355,"Troglodytes","aedon","house wren","Animalia",38908,292,"Live individuals",2025,4,29,119,2460795,1,2025,4,30,120,2460796,1,"38908_Live individuals","Adults observed",FALSE,0,"38908_Live individuals_2025",13
10145,42.602543,-83.250992,277,"MI",248,"Pandion","haliaetus","osprey","Animalia",38931,292,"Live individuals",2025,3,15,74,2460750,1,2025,3,15,74,2460750,1,"38931_Live individuals","Adults observed",FALSE,0,"38931_Live individuals_2025",9
10145,42.602543,-83.250992,277,"MI",359,"Agelaius","phoeniceus","red-winged blackbird","Animalia",38946,292,"Live individuals",2025,3,7,66,2460742,1,2025,3,7,66,2460742,1,"38946_Live individuals","Adults observed",FALSE,0,"38946_Live individuals_2025",13
10145,42.602543,-83.250992,277,"MI",352,"Archilochus","colubris","ruby-throated hummingbird","Animalia",38951,292,"Live individuals",2025,7,27,208,2460884,1,2025,7,27,208,2460884,1,"38951_Live individuals","Adults observed",FALSE,0,"38951_Live individuals_2025",11
9652,44.768246,-94.155746,309,"MN",246,"Turdus","migratorius","American robin","Animalia",40107,292,"Live individuals",2025,3,3,62,2460738,NA,2025,7,31,212,2460888,11,"40107_Live individuals","Adults observed",FALSE,0,"40107_Live individuals_2025",13
9652,44.768246,-94.155746,309,"MN",240,"Spinus","tristis","American goldfinch","Animalia",40108,292,"Live individuals",2025,6,5,156,2460832,NA,2025,10,17,290,2460966,NA,"40108_Live individuals","Adults observed",FALSE,0,"40108_Live individuals_2025",10
9652,44.768246,-94.155746,309,"MN",375,"Zenaida","macroura","mourning dove","Animalia",40109,292,"Live individuals",2025,4,10,100,2460776,NA,2025,8,11,223,2460899,NA,"40109_Live individuals","Adults observed",FALSE,0,"40109_Live individuals_2025",11
9652,44.768246,-94.155746,309,"MN",1095,"Chordeiles","minor","common nighthawk","Animalia",40112,292,"Live individuals",2025,5,26,146,2460822,NA,2025,7,8,189,2460865,NA,"40112_Live individuals","Adults observed",FALSE,0,"40112_Live individuals_2025",13
10717,38.285664,-111.246605,1790,"UT",246,"Turdus","migratorius","American robin","Animalia",42593,292,"Live individuals",2025,3,21,80,2460756,6,2025,3,21,80,2460756,2,"42593_Live individuals","Adults observed",FALSE,0,"42593_Live individuals_2025",11
1419,42.011166,-88.503304,280,"IL",1117,"Sayornis","phoebe","eastern phoebe","Animalia",44642,292,"Live individuals",2025,4,3,93,2460769,5,2025,5,15,135,2460811,17,"44642_Live individuals","Adults observed",FALSE,0,"44642_Live individuals_2025",11
11598,43.073357,-71.150681,79,"NH",243,"Gavia","immer","common loon","Animalia",48357,292,"Live individuals",2025,6,21,172,2460848,NA,2025,8,12,224,2460900,NA,"48357_Live individuals","Adults observed",FALSE,0,"48357_Live individuals_2025",13
5428,48.033489,-122.598724,14,"WA",1119,"Selasphorus","rufus","rufous hummingbird","Animalia",60984,292,"Live individuals",2025,3,6,65,2460741,NA,2025,3,6,65,2460741,NA,"60984_Live individuals","Adults observed",FALSE,0,"60984_Live individuals_2025",11
17414,42.936153,-73.433449,147,"NY",1124,"Tachycineta","bicolor","tree swallow","Animalia",66940,292,"Live individuals",2025,3,22,81,2460757,2,2025,4,4,94,2460770,5,"66940_Live individuals","Adults observed",FALSE,0,"66940_Live individuals_2025",12
9342,35.644516,-83.68988,500,"TN",1098,"Setophaga","virens","black-throated green warbler","Animalia",75386,292,"Live individuals",2025,4,20,110,2460786,12,2025,4,28,118,2460794,8,"75386_Live individuals","Adults observed",FALSE,0,"75386_Live individuals_2025",10
9342,35.644516,-83.68988,500,"TN",1236,"Setophaga","citrina","hooded warbler","Animalia",75388,292,"Live individuals",2025,4,20,110,2460786,12,2025,5,6,126,2460802,9,"75388_Live individuals","Adults observed",FALSE,0,"75388_Live individuals_2025",10
9342,35.644516,-83.68988,500,"TN",377,"Vireo","olivaceus","red-eyed vireo","Animalia",75391,292,"Live individuals",2025,4,20,110,2460786,12,2025,4,20,110,2460786,8,"75391_Live individuals","Adults observed",FALSE,0,"75391_Live individuals_2025",9
8806,35.640625,-83.689034,500,"TN",1098,"Setophaga","virens","black-throated green warbler","Animalia",75401,293,"Calls or song (birds)",2025,4,5,95,2460771,14,2025,4,19,109,2460785,12,"75401_Calls or song (birds)","Adults observed",FALSE,0,"75401_Calls or song (birds)_2025",14
8806,35.640625,-83.689034,500,"TN",1230,"Setophaga","americana","northern parula","Animalia",75406,293,"Calls or song (birds)",2025,4,5,95,2460771,14,2025,4,5,95,2460771,14,"75406_Calls or song (birds)","Adults observed",FALSE,0,"75406_Calls or song (birds)_2025",11
8806,35.640625,-83.689034,500,"TN",377,"Vireo","olivaceus","red-eyed vireo","Animalia",75407,293,"Calls or song (birds)",2025,5,1,121,2460797,12,2025,5,16,136,2460812,48,"75407_Calls or song (birds)","Adults observed",FALSE,0,"75407_Calls or song (birds)_2025",14
19944,33.66478,-117.843063,22,"CA",242,"Petrochelidon","pyrrhonota","cliff swallow","Animalia",81457,292,"Live individuals",2025,3,10,69,2460745,10,2025,8,11,223,2460899,17,"81457_Live individuals","Adults observed",FALSE,0,"81457_Live individuals_2025",11
17414,42.936153,-73.433449,147,"NY",1197,"Geothlypis","trichas","common yellowthroat","Animalia",86970,292,"Live individuals",2025,5,3,123,2460799,4,2025,5,21,141,2460817,3,"86970_Live individuals","Adults observed",FALSE,0,"86970_Live individuals_2025",10
5261,42.448402,-72.345314,270,"MA",1118,"Scolopax","minor","American woodcock","Animalia",87881,292,"Live individuals",2025,3,11,70,2460746,4,2025,3,15,74,2460750,4,"87881_Live individuals","Adults observed",FALSE,0,"87881_Live individuals_2025",9
20765,33.632149,-117.55545,440,"CA",358,"Setophaga","petechia","yellow warbler","Animalia",88476,293,"Calls or song (birds)",2025,4,10,100,2460776,7,2025,4,20,110,2460786,11,"88476_Calls or song (birds)","Adults observed",FALSE,0,"88476_Calls or song (birds)_2025",9
21729,44.913651,-69.939186,155,"ME",243,"Gavia","immer","common loon","Animalia",95310,292,"Live individuals",2025,7,5,186,2460862,29,2025,7,19,200,2460876,18,"95310_Live individuals","Adults observed",FALSE,0,"95310_Live individuals_2025",9
