"site_id","latitude","longitude","elevation_in_meters","state","species_id","genus","species","common_name","kingdom","individual_id","phenophase_id","phenophase_description","first_yes_year","first_yes_month","first_yes_day","first_yes_doy","first_yes_julian_date","numdays_since_prior_no","last_yes_year","last_yes_month","last_yes_day","last_yes_doy","last_yes_julian_date","numdays_until_next_no","ind_phen","phenophase","resident","present_jan1","ind_phen_year","series_yrs"
6481,42.456135,-72.344215,265,"MA",240,"Spinus","tristis","American goldfinch","Animalia",19034,542,"Feeding (or foraging)",2018,4,2,92,2458211,NA,2018,10,28,301,2458420,NA,"19034_Feeding (or foraging)","Feeding",NA,NA,"19034_Feeding (or foraging)_2018",9
6481,42.456135,-72.344215,265,"MA",246,"Turdus","migratorius","American robin","Animalia",19035,294,"Singing individuals (birds)",2018,4,23,113,2458232,2,2018,4,23,113,2458232,25,"19035_Singing individuals (birds)","Singing individuals",NA,NA,"19035_Singing individuals (birds)_2018",9
6481,42.456135,-72.344215,265,"MA",246,"Turdus","migratorius","American robin","Animalia",19035,542,"Feeding (or foraging)",2018,4,2,92,2458211,NA,2018,4,12,102,2458221,9,"19035_Feeding (or foraging)","Feeding",NA,NA,"19035_Feeding (or foraging)_2018",9
6481,42.456135,-72.344215,265,"MA",352,"Archilochus","colubris","ruby-throated hummingbird","Animalia",19040,312,"Flower visitation",2018,8,6,218,2458337,NA,2018,8,24,236,2458355,NA,"19040_Flower visitation","Feeding",NA,NA,"19040_Flower visitation_2018",9
8242,31.596231,-110.575493,1542,"AZ",353,"Archilochus","alexandri","black-chinned hummingbird","Animalia",23606,312,"Flower visitation",2018,3,17,76,2458195,31,2018,10,7,280,2458399,44,"23606_Flower visitation","Feeding",NA,NA,"23606_Flower visitation_2018",10
8418,32.363758,-94.873947,115,"TX",246,"Turdus","migratorius","American robin","Animalia",25349,294,"Singing individuals (birds)",2018,2,7,38,2458157,3,2018,2,7,38,2458157,4,"25349_Singing individuals (birds)","Singing individuals",NA,NA,"25349_Singing individuals (birds)_2018",12
8418,32.363758,-94.873947,115,"TX",246,"Turdus","migratorius","American robin","Animalia",25349,310,"Fruit/seed consumption",2018,1,7,7,2458126,4,2018,1,7,7,2458126,3,"25349_Fruit/seed consumption","Feeding",NA,NA,"25349_Fruit/seed consumption_2018",10
8418,32.363758,-94.873947,115,"TX",246,"Turdus","migratorius","American robin","Animalia",25349,457,"Insect consumption",2018,3,21,80,2458199,3,2018,4,1,91,2458210,3,"25349_Insect consumption","Feeding",NA,NA,"25349_Insect consumption_2018",12
8418,32.363758,-94.873947,115,"TX",1108,"Mimus","polyglottos","northern mockingbird","Animalia",25351,294,"Singing individuals (birds)",2018,2,25,56,2458175,4,2018,2,25,56,2458175,3,"25351_Singing individuals (birds)","Singing individuals",NA,NA,"25351_Singing individuals (birds)_2018",12
8418,32.363758,-94.873947,115,"TX",1108,"Mimus","polyglottos","northern mockingbird","Animalia",25351,310,"Fruit/seed consumption",2018,1,3,3,2458122,NA,2018,1,3,3,2458122,4,"25351_Fruit/seed consumption","Feeding",NA,NA,"25351_Fruit/seed consumption_2018",10
8418,32.363758,-94.873947,115,"TX",1108,"Mimus","polyglottos","northern mockingbird","Animalia",25351,457,"Insect consumption",2018,3,25,84,2458203,4,2018,3,25,84,2458203,3,"25351_Insect consumption","Feeding",NA,NA,"25351_Insect consumption_2018",11
8496,46.328629,-96.061256,393,"MN",246,"Turdus","migratorius","American robin","Animalia",25780,310,"Fruit/seed consumption",2018,3,16,75,2458194,NA,2018,4,1,91,2458210,18,"25780_Fruit/seed consumption","Feeding",NA,NA,"25780_Fruit/seed consumption_2018",12
8496,46.328629,-96.061256,393,"MN",245,"Poecile","atricapillus","black-capped chickadee","Animalia",25781,310,"Fruit/seed consumption",2018,1,7,7,2458126,NA,2018,3,12,71,2458190,4,"25781_Fruit/seed consumption","Feeding",NA,NA,"25781_Fruit/seed consumption_2018",14
8496,46.328629,-96.061256,393,"MN",245,"Poecile","atricapillus","black-capped chickadee","Animalia",25781,542,"Feeding (or foraging)",2018,1,7,7,2458126,NA,2018,3,12,71,2458190,4,"25781_Feeding (or foraging)","Feeding",NA,NA,"25781_Feeding (or foraging)_2018",9
8496,46.328629,-96.061256,393,"MN",352,"Archilochus","colubris","ruby-throated hummingbird","Animalia",25784,312,"Flower visitation",2018,5,20,140,2458259,6,2018,5,20,140,2458259,3,"25784_Flower visitation","Feeding",NA,NA,"25784_Flower visitation_2018",11
8496,46.328629,-96.061256,393,"MN",1104,"Hirundo","rustica","barn swallow","Animalia",25894,297,"Nest building (birds)",2018,5,6,126,2458245,4,2018,5,6,126,2458245,4,"25894_Nest building (birds)","Nesting behavior",NA,NA,"25894_Nest building (birds)_2018",12
8496,46.328629,-96.061256,393,"MN",1104,"Hirundo","rustica","barn swallow","Animalia",25894,542,"Feeding (or foraging)",2018,5,14,134,2458253,12,2018,8,12,224,2458343,12,"25894_Feeding (or foraging)","Feeding",NA,NA,"25894_Feeding (or foraging)_2018",9
8496,46.328629,-96.061256,393,"MN",1113,"Dryobates","pubescens","downy woodpecker","Animalia",25895,310,"Fruit/seed consumption",2018,1,7,7,2458126,NA,2018,2,16,47,2458166,24,"25895_Fruit/seed consumption","Feeding",NA,NA,"25895_Fruit/seed consumption_2018",14
8496,46.328629,-96.061256,393,"MN",1113,"Dryobates","pubescens","downy woodpecker","Animalia",25895,542,"Feeding (or foraging)",2018,1,7,7,2458126,NA,2018,2,16,47,2458166,24,"25895_Feeding (or foraging)","Feeding",NA,NA,"25895_Feeding (or foraging)_2018",9
8496,46.328629,-96.061256,393,"MN",355,"Troglodytes","aedon","house wren","Animalia",25897,294,"Singing individuals (birds)",2018,5,14,134,2458253,4,2018,6,8,159,2458278,10,"25897_Singing individuals (birds)","Singing individuals",NA,NA,"25897_Singing individuals (birds)_2018",10
8496,46.328629,-96.061256,393,"MN",355,"Troglodytes","aedon","house wren","Animalia",25897,297,"Nest building (birds)",2018,5,14,134,2458253,4,2018,5,14,134,2458253,6,"25897_Nest building (birds)","Nesting behavior",NA,NA,"25897_Nest building (birds)_2018",10
8496,46.328629,-96.061256,393,"MN",355,"Troglodytes","aedon","house wren","Animalia",25897,298,"Occupied nest",2018,5,20,140,2458259,6,2018,6,8,159,2458278,10,"25897_Occupied nest","Nesting behavior",NA,NA,"25897_Occupied nest_2018",9
8496,46.328629,-96.061256,393,"MN",1090,"Cardinalis","cardinalis","northern cardinal","Animalia",25898,294,"Singing individuals (birds)",2018,3,12,71,2458190,24,2018,3,12,71,2458190,4,"25898_Singing individuals (birds)","Singing individuals",NA,NA,"25898_Singing individuals (birds)_2018",13
8496,46.328629,-96.061256,393,"MN",1090,"Cardinalis","cardinalis","northern cardinal","Animalia",25898,310,"Fruit/seed consumption",2018,11,5,309,2458428,12,2018,11,5,309,2458428,5,"25898_Fruit/seed consumption","Feeding",NA,NA,"25898_Fruit/seed consumption_2018",13
8496,46.328629,-96.061256,393,"MN",1124,"Tachycineta","bicolor","tree swallow","Animalia",25899,297,"Nest building (birds)",2018,5,14,134,2458253,4,2018,5,14,134,2458253,6,"25899_Nest building (birds)","Nesting behavior",NA,NA,"25899_Nest building (birds)_2018",9
8715,43.522804,-70.802277,215,"ME",352,"Archilochus","colubris","ruby-throated hummingbird","Animalia",28193,542,"Feeding (or foraging)",2018,6,13,164,2458283,8,2018,8,6,218,2458337,35,"28193_Feeding (or foraging)","Feeding",NA,NA,"28193_Feeding (or foraging)_2018",9
8418,32.363758,-94.873947,115,"TX",1096,"Cyanocitta","cristata","blue jay","Animalia",28244,310,"Fruit/seed consumption",2018,1,7,7,2458126,4,2018,1,7,7,2458126,3,"28244_Fruit/seed consumption","Feeding",NA,NA,"28244_Fruit/seed consumption_2018",12
8418,32.363758,-94.873947,115,"TX",1096,"Cyanocitta","cristata","blue jay","Animalia",28244,457,"Insect consumption",2018,4,15,105,2458224,4,2018,4,29,119,2458238,3,"28244_Insect consumption","Feeding",NA,NA,"28244_Insect consumption_2018",9
8418,32.363758,-94.873947,115,"TX",356,"Sialia","sialis","eastern bluebird","Animalia",28245,457,"Insect consumption",2018,4,1,91,2458210,4,2018,4,1,91,2458210,3,"28245_Insect consumption","Feeding",NA,NA,"28245_Insect consumption_2018",10
8418,32.363758,-94.873947,115,"TX",375,"Zenaida","macroura","mourning dove","Animalia",28246,294,"Singing individuals (birds)",2018,1,28,28,2458147,4,2018,1,28,28,2458147,3,"28246_Singing individuals (birds)","Singing individuals",NA,NA,"28246_Singing individuals (birds)_2018",11
8418,32.363758,-94.873947,115,"TX",1090,"Cardinalis","cardinalis","northern cardinal","Animalia",28247,294,"Singing individuals (birds)",2018,1,28,28,2458147,4,2018,2,7,38,2458157,4,"28247_Singing individuals (birds)","Singing individuals",NA,NA,"28247_Singing individuals (birds)_2018",11
8418,32.363758,-94.873947,115,"TX",1090,"Cardinalis","cardinalis","northern cardinal","Animalia",28247,310,"Fruit/seed consumption",2018,1,3,3,2458122,NA,2018,2,11,42,2458161,3,"28247_Fruit/seed consumption","Feeding",NA,NA,"28247_Fruit/seed consumption_2018",12
8418,32.363758,-94.873947,115,"TX",1090,"Cardinalis","cardinalis","northern cardinal","Animalia",28247,457,"Insect consumption",2018,4,15,105,2458224,4,2018,4,15,105,2458224,3,"28247_Insect consumption","Feeding",NA,NA,"28247_Insect consumption_2018",10
8736,44.903229,-93.217445,248,"MN",240,"Spinus","tristis","American goldfinch","Animalia",28348,310,"Fruit/seed consumption",2018,4,8,98,2458217,16,2018,4,19,109,2458228,2,"28348_Fruit/seed consumption","Feeding",NA,NA,"28348_Fruit/seed consumption_2018",11
8736,44.903229,-93.217445,248,"MN",245,"Poecile","atricapillus","black-capped chickadee","Animalia",28349,294,"Singing individuals (birds)",2018,4,8,98,2458217,45,2018,4,19,109,2458228,2,"28349_Singing individuals (birds)","Singing individuals",NA,NA,"28349_Singing individuals (birds)_2018",10
8736,44.903229,-93.217445,248,"MN",245,"Poecile","atricapillus","black-capped chickadee","Animalia",28349,310,"Fruit/seed consumption",2018,1,3,3,2458122,NA,2018,7,11,192,2458311,1,"28349_Fruit/seed consumption","Feeding",NA,NA,"28349_Fruit/seed consumption_2018",11
8736,44.903229,-93.217445,248,"MN",1090,"Cardinalis","cardinalis","northern cardinal","Animalia",28354,294,"Singing individuals (birds)",2018,4,19,109,2458228,27,2018,4,21,111,2458230,4,"28354_Singing individuals (birds)","Singing individuals",NA,NA,"28354_Singing individuals (birds)_2018",9
8736,44.903229,-93.217445,248,"MN",1090,"Cardinalis","cardinalis","northern cardinal","Animalia",28354,310,"Fruit/seed consumption",2018,5,3,123,2458242,1,2018,7,11,192,2458311,1,"28354_Fruit/seed consumption","Feeding",NA,NA,"28354_Fruit/seed consumption_2018",11
8736,44.903229,-93.217445,248,"MN",362,"Junco","hyemalis","dark-eyed junco","Animalia",29145,310,"Fruit/seed consumption",2018,1,3,3,2458122,NA,2018,4,25,115,2458234,7,"29145_Fruit/seed consumption","Feeding",NA,NA,"29145_Fruit/seed consumption_2018",11
8242,31.596231,-110.575493,1542,"AZ",740,"Toxostoma","curvirostre","curve-billed thrasher","Animalia",29639,310,"Fruit/seed consumption",2018,2,14,45,2458164,NA,2018,7,8,189,2458308,26,"29639_Fruit/seed consumption","Feeding",NA,NA,"29639_Fruit/seed consumption_2018",10
8242,31.596231,-110.575493,1542,"AZ",1091,"Spinus","psaltria","lesser goldfinch","Animalia",29640,310,"Fruit/seed consumption",2018,2,14,45,2458164,NA,2018,9,15,258,2458377,22,"29640_Fruit/seed consumption","Feeding",NA,NA,"29640_Fruit/seed consumption_2018",10
8923,42.286381,-72.653831,49,"MA",356,"Sialia","sialis","eastern bluebird","Animalia",30029,294,"Singing individuals (birds)",2018,3,2,61,2458180,4,2018,3,2,61,2458180,3,"30029_Singing individuals (birds)","Singing individuals",NA,NA,"30029_Singing individuals (birds)_2018",9
8923,42.286381,-72.653831,49,"MA",356,"Sialia","sialis","eastern bluebird","Animalia",30029,457,"Insect consumption",2018,4,10,100,2458219,21,2018,6,10,161,2458280,3,"30029_Insect consumption","Feeding",NA,NA,"30029_Insect consumption_2018",10
8923,42.286381,-72.653831,49,"MA",362,"Junco","hyemalis","dark-eyed junco","Animalia",30033,310,"Fruit/seed consumption",2018,1,2,2,2458121,NA,2018,4,10,100,2458219,3,"30033_Fruit/seed consumption","Feeding",NA,NA,"30033_Fruit/seed consumption_2018",10
8923,42.286381,-72.653831,49,"MA",1096,"Cyanocitta","cristata","blue jay","Animalia",30047,310,"Fruit/seed consumption",2018,1,9,9,2458128,3,2018,1,9,9,2458128,16,"30047_Fruit/seed consumption","Feeding",NA,NA,"30047_Fruit/seed consumption_2018",10
8923,42.286381,-72.653831,49,"MA",1126,"Thryothorus","ludovicianus","Carolina wren","Animalia",30059,310,"Fruit/seed consumption",2018,2,13,44,2458163,8,2018,2,13,44,2458163,13,"30059_Fruit/seed consumption","Feeding",NA,NA,"30059_Fruit/seed consumption_2018",9
8418,32.363758,-94.873947,115,"TX",352,"Archilochus","colubris","ruby-throated hummingbird","Animalia",30980,312,"Flower visitation",2018,4,8,98,2458217,4,2018,4,8,98,2458217,3,"30980_Flower visitation","Feeding",NA,NA,"30980_Flower visitation_2018",12
8496,46.328629,-96.061256,393,"MN",1096,"Cyanocitta","cristata","blue jay","Animalia",32294,310,"Fruit/seed consumption",2018,3,24,83,2458202,8,2018,3,24,83,2458202,8,"32294_Fruit/seed consumption","Feeding",NA,NA,"32294_Fruit/seed consumption_2018",14
8496,46.328629,-96.061256,393,"MN",1096,"Cyanocitta","cristata","blue jay","Animalia",32294,542,"Feeding (or foraging)",2018,3,24,83,2458202,8,2018,3,24,83,2458202,8,"32294_Feeding (or foraging)","Feeding",NA,NA,"32294_Feeding (or foraging)_2018",9
8496,46.328629,-96.061256,393,"MN",362,"Junco","hyemalis","dark-eyed junco","Animalia",32295,310,"Fruit/seed consumption",2018,2,16,47,2458166,NA,2018,3,12,71,2458190,4,"32295_Fruit/seed consumption","Feeding",NA,NA,"32295_Fruit/seed consumption_2018",13
8496,46.328629,-96.061256,393,"MN",1110,"Passer","domesticus","house sparrow","Animalia",32297,310,"Fruit/seed consumption",2018,7,11,192,2458311,10,2018,7,11,192,2458311,12,"32297_Fruit/seed consumption","Feeding",NA,NA,"32297_Fruit/seed consumption_2018",14
8496,46.328629,-96.061256,393,"MN",1110,"Passer","domesticus","house sparrow","Animalia",32297,542,"Feeding (or foraging)",2018,7,11,192,2458311,10,2018,7,11,192,2458311,12,"32297_Feeding (or foraging)","Feeding",NA,NA,"32297_Feeding (or foraging)_2018",9
8418,32.363758,-94.873947,115,"TX",362,"Junco","hyemalis","dark-eyed junco","Animalia",33174,310,"Fruit/seed consumption",2018,1,14,14,2458133,4,2018,1,14,14,2458133,3,"33174_Fruit/seed consumption","Feeding",NA,NA,"33174_Fruit/seed consumption_2018",11
8418,32.363758,-94.873947,115,"TX",240,"Spinus","tristis","American goldfinch","Animalia",33798,310,"Fruit/seed consumption",2018,1,3,3,2458122,NA,2018,1,7,7,2458126,3,"33798_Fruit/seed consumption","Feeding",NA,NA,"33798_Fruit/seed consumption_2018",11
6091,34.11578,-118.757507,282,"CA",376,"Sayornis","nigricans","black phoebe","Animalia",33829,457,"Insect consumption",2018,1,4,4,2458123,NA,2018,1,4,4,2458123,7,"33829_Insect consumption","Feeding",NA,NA,"33829_Insect consumption_2018",9
8496,46.328629,-96.061256,393,"MN",240,"Spinus","tristis","American goldfinch","Animalia",34922,310,"Fruit/seed consumption",2018,5,6,126,2458245,4,2018,5,20,140,2458259,3,"34922_Fruit/seed consumption","Feeding",NA,NA,"34922_Fruit/seed consumption_2018",12
8418,32.363758,-94.873947,115,"TX",1110,"Passer","domesticus","house sparrow","Animalia",35674,294,"Singing individuals (birds)",2018,1,7,7,2458126,4,2018,1,7,7,2458126,3,"35674_Singing individuals (birds)","Singing individuals",NA,NA,"35674_Singing individuals (birds)_2018",9
8418,32.363758,-94.873947,115,"TX",1110,"Passer","domesticus","house sparrow","Animalia",35674,310,"Fruit/seed consumption",2018,1,3,3,2458122,NA,2018,1,7,7,2458126,3,"35674_Fruit/seed consumption","Feeding",NA,NA,"35674_Fruit/seed consumption_2018",11
10145,42.602543,-83.250992,277,"MI",240,"Spinus","tristis","American goldfinch","Animalia",38837,294,"Singing individuals (birds)",2018,4,15,105,2458224,2,2018,4,15,105,2458224,1,"38837_Singing individuals (birds)","Singing individuals",NA,NA,"38837_Singing individuals (birds)_2018",9
10145,42.602543,-83.250992,277,"MI",246,"Turdus","migratorius","American robin","Animalia",38840,310,"Fruit/seed consumption",2018,1,4,4,2458123,1,2018,1,4,4,2458123,6,"38840_Fruit/seed consumption","Feeding",NA,NA,"38840_Fruit/seed consumption_2018",9
10145,42.602543,-83.250992,277,"MI",362,"Junco","hyemalis","dark-eyed junco","Animalia",38878,294,"Singing individuals (birds)",2018,3,15,74,2458193,1,2018,3,15,74,2458193,1,"38878_Singing individuals (birds)","Singing individuals",NA,NA,"38878_Singing individuals (birds)_2018",11
10145,42.602543,-83.250992,277,"MI",355,"Troglodytes","aedon","house wren","Animalia",38908,294,"Singing individuals (birds)",2018,5,26,146,2458265,2,2018,5,27,147,2458266,1,"38908_Singing individuals (birds)","Singing individuals",NA,NA,"38908_Singing individuals (birds)_2018",10
10145,42.602543,-83.250992,277,"MI",359,"Agelaius","phoeniceus","red-winged blackbird","Animalia",38946,294,"Singing individuals (birds)",2018,4,29,119,2458238,1,2018,5,1,121,2458240,1,"38946_Singing individuals (birds)","Singing individuals",NA,NA,"38946_Singing individuals (birds)_2018",11
9652,44.768246,-94.155746,309,"MN",246,"Turdus","migratorius","American robin","Animalia",40107,294,"Singing individuals (birds)",2018,5,17,137,2458256,1,2018,5,17,137,2458256,6,"40107_Singing individuals (birds)","Singing individuals",NA,NA,"40107_Singing individuals (birds)_2018",13
9652,44.768246,-94.155746,309,"MN",246,"Turdus","migratorius","American robin","Animalia",40107,295,"Territorial individuals (birds)",2018,5,24,144,2458263,1,2018,5,24,144,2458263,4,"40107_Territorial individuals (birds)","Territorial behavior",NA,NA,"40107_Territorial individuals (birds)_2018",9
9652,44.768246,-94.155746,309,"MN",246,"Turdus","migratorius","American robin","Animalia",40107,308,"Fledged young (altricial birds)",2018,6,1,152,2458271,1,2018,6,14,165,2458284,19,"40107_Fledged young (altricial birds)","Young observed",NA,NA,"40107_Fledged young (altricial birds)_2018",9
9652,44.768246,-94.155746,309,"MN",246,"Turdus","migratorius","American robin","Animalia",40107,310,"Fruit/seed consumption",2018,3,25,84,2458203,NA,2018,5,14,134,2458253,2,"40107_Fruit/seed consumption","Feeding",NA,NA,"40107_Fruit/seed consumption_2018",13
9652,44.768246,-94.155746,309,"MN",246,"Turdus","migratorius","American robin","Animalia",40107,457,"Insect consumption",2018,5,23,143,2458262,6,2018,10,12,285,2458404,1,"40107_Insect consumption","Feeding",NA,NA,"40107_Insect consumption_2018",13
9652,44.768246,-94.155746,309,"MN",246,"Turdus","migratorius","American robin","Animalia",40107,542,"Feeding (or foraging)",2018,3,25,84,2458203,NA,2018,5,14,134,2458253,2,"40107_Feeding (or foraging)","Feeding",NA,NA,"40107_Feeding (or foraging)_2018",9
9652,44.768246,-94.155746,309,"MN",240,"Spinus","tristis","American goldfinch","Animalia",40108,310,"Fruit/seed consumption",2018,6,14,165,2458284,22,2018,7,21,202,2458321,7,"40108_Fruit/seed consumption","Feeding",NA,NA,"40108_Fruit/seed consumption_2018",9
9652,44.768246,-94.155746,309,"MN",240,"Spinus","tristis","American goldfinch","Animalia",40108,542,"Feeding (or foraging)",2018,6,14,165,2458284,22,2018,7,21,202,2458321,7,"40108_Feeding (or foraging)","Feeding",NA,NA,"40108_Feeding (or foraging)_2018",9
9652,44.768246,-94.155746,309,"MN",375,"Zenaida","macroura","mourning dove","Animalia",40109,294,"Singing individuals (birds)",2018,5,17,137,2458256,16,2018,6,14,165,2458284,NA,"40109_Singing individuals (birds)","Singing individuals",NA,NA,"40109_Singing individuals (birds)_2018",11
8418,32.363758,-94.873947,115,"TX",1113,"Dryobates","pubescens","downy woodpecker","Animalia",41679,310,"Fruit/seed consumption",2018,2,21,52,2458171,3,2018,2,21,52,2458171,4,"41679_Fruit/seed consumption","Feeding",NA,NA,"41679_Fruit/seed consumption_2018",11
8418,32.363758,-94.873947,115,"TX",1113,"Dryobates","pubescens","downy woodpecker","Animalia",41679,457,"Insect consumption",2018,4,29,119,2458238,4,2018,4,29,119,2458238,3,"41679_Insect consumption","Feeding",NA,NA,"41679_Insect consumption_2018",9
1419,42.011166,-88.503304,280,"IL",1117,"Sayornis","phoebe","eastern phoebe","Animalia",44642,457,"Insect consumption",2018,4,21,111,2458230,2,2018,4,22,112,2458231,9,"44642_Insect consumption","Feeding",NA,NA,"44642_Insect consumption_2018",9
8418,32.363758,-94.873947,115,"TX",1126,"Thryothorus","ludovicianus","Carolina wren","Animalia",46734,310,"Fruit/seed consumption",2018,1,17,17,2458136,3,2018,1,21,21,2458140,3,"46734_Fruit/seed consumption","Feeding",NA,NA,"46734_Fruit/seed consumption_2018",10
11598,43.073357,-71.150681,79,"NH",243,"Gavia","immer","common loon","Animalia",48357,298,"Occupied nest",2018,6,3,154,2458273,6,2018,6,7,158,2458277,10,"48357_Occupied nest","Nesting behavior",NA,NA,"48357_Occupied nest_2018",9
11598,43.073357,-71.150681,79,"NH",243,"Gavia","immer","common loon","Animalia",48357,542,"Feeding (or foraging)",2018,5,14,134,2458253,21,2018,5,14,134,2458253,11,"48357_Feeding (or foraging)","Feeding",NA,NA,"48357_Feeding (or foraging)_2018",9
6102,32.23188,-110.951012,737,"AZ",1088,"Calypte","anna","Anna's hummingbird","Animalia",49639,312,"Flower visitation",2018,10,16,289,2458408,NA,2018,10,24,297,2458416,NA,"49639_Flower visitation","Feeding",NA,NA,"49639_Flower visitation_2018",9
6102,32.23188,-110.951012,737,"AZ",1110,"Passer","domesticus","house sparrow","Animalia",49643,294,"Singing individuals (birds)",2018,1,16,16,2458135,NA,2018,1,16,16,2458135,35,"49643_Singing individuals (birds)","Singing individuals",NA,NA,"49643_Singing individuals (birds)_2018",10
6102,32.23188,-110.951012,737,"AZ",1110,"Passer","domesticus","house sparrow","Animalia",49643,310,"Fruit/seed consumption",2018,2,20,51,2458170,35,2018,3,29,88,2458207,151,"49643_Fruit/seed consumption","Feeding",NA,NA,"49643_Fruit/seed consumption_2018",10
12064,32.248463,-110.909584,745,"AZ",1088,"Calypte","anna","Anna's hummingbird","Animalia",50759,312,"Flower visitation",2018,2,1,32,2458151,5,2018,2,1,32,2458151,9,"50759_Flower visitation","Feeding",NA,NA,"50759_Flower visitation_2018",9
12064,32.248463,-110.909584,745,"AZ",1088,"Calypte","anna","Anna's hummingbird","Animalia",50759,542,"Feeding (or foraging)",2018,2,1,32,2458151,5,2018,2,1,32,2458151,9,"50759_Feeding (or foraging)","Feeding",NA,NA,"50759_Feeding (or foraging)_2018",9
8418,32.363758,-94.873947,115,"TX",741,"Regulus","calendula","ruby-crowned kinglet","Animalia",60925,310,"Fruit/seed consumption",2018,1,7,7,2458126,4,2018,1,7,7,2458126,3,"60925_Fruit/seed consumption","Feeding",NA,NA,"60925_Fruit/seed consumption_2018",9
8418,32.363758,-94.873947,115,"TX",739,"Zonotrichia","albicollis","white-throated sparrow","Animalia",60926,310,"Fruit/seed consumption",2018,11,14,318,2458437,3,2018,11,14,318,2458437,21,"60926_Fruit/seed consumption","Feeding",NA,NA,"60926_Fruit/seed consumption_2018",9
16295,27.929228,-82.725639,4,"FL",1108,"Mimus","polyglottos","northern mockingbird","Animalia",60950,294,"Singing individuals (birds)",2018,2,15,46,2458165,7,2018,2,15,46,2458165,7,"60950_Singing individuals (birds)","Singing individuals",NA,NA,"60950_Singing individuals (birds)_2018",9
5428,48.033489,-122.598724,14,"WA",1088,"Calypte","anna","Anna's hummingbird","Animalia",60981,312,"Flower visitation",2018,1,4,4,2458123,NA,2018,1,4,4,2458123,6,"60981_Flower visitation","Feeding",NA,NA,"60981_Flower visitation_2018",10
5428,48.033489,-122.598724,14,"WA",1119,"Selasphorus","rufus","rufous hummingbird","Animalia",60984,312,"Flower visitation",2018,3,19,78,2458197,33,2018,7,3,184,2458303,2,"60984_Flower visitation","Feeding",NA,NA,"60984_Flower visitation_2018",9
5428,48.033489,-122.598724,14,"WA",1119,"Selasphorus","rufus","rufous hummingbird","Animalia",60984,542,"Feeding (or foraging)",2018,3,19,78,2458197,33,2018,7,3,184,2458303,2,"60984_Feeding (or foraging)","Feeding",NA,NA,"60984_Feeding (or foraging)_2018",9
8418,32.363758,-94.873947,115,"TX",359,"Agelaius","phoeniceus","red-winged blackbird","Animalia",62147,310,"Fruit/seed consumption",2018,1,21,21,2458140,4,2018,1,21,21,2458140,3,"62147_Fruit/seed consumption","Feeding",NA,NA,"62147_Fruit/seed consumption_2018",10
8418,32.363758,-94.873947,115,"TX",1233,"Poecile","carolinensis","Carolina chickadee","Animalia",63335,310,"Fruit/seed consumption",2018,1,7,7,2458126,4,2018,1,7,7,2458126,3,"63335_Fruit/seed consumption","Feeding",NA,NA,"63335_Fruit/seed consumption_2018",10
10145,42.602543,-83.250992,277,"MI",1224,"Branta","canadensis","Canada goose","Animalia",64229,541,"Fledged young (precocial birds)",2018,6,19,170,2458289,1,2018,6,19,170,2458289,1,"64229_Fledged young (precocial birds)","Young observed",NA,NA,"64229_Fledged young (precocial birds)_2018",9
8418,32.363758,-94.873947,115,"TX",363,"Molothrus","ater","brown-headed cowbird","Animalia",64379,310,"Fruit/seed consumption",2018,3,18,77,2458196,11,2018,4,8,98,2458217,3,"64379_Fruit/seed consumption","Feeding",NA,NA,"64379_Fruit/seed consumption_2018",9
17414,42.936153,-73.433449,147,"NY",1124,"Tachycineta","bicolor","tree swallow","Animalia",66940,297,"Nest building (birds)",2018,4,22,112,2458231,9,2018,4,22,112,2458231,9,"66940_Nest building (birds)","Nesting behavior",NA,NA,"66940_Nest building (birds)_2018",9
17414,42.936153,-73.433449,147,"NY",1124,"Tachycineta","bicolor","tree swallow","Animalia",66940,298,"Occupied nest",2018,5,4,124,2458243,1,2018,6,20,171,2458290,11,"66940_Occupied nest","Nesting behavior",NA,NA,"66940_Occupied nest_2018",9
17414,42.936153,-73.433449,147,"NY",1124,"Tachycineta","bicolor","tree swallow","Animalia",66940,457,"Insect consumption",2018,5,10,130,2458249,6,2018,5,18,138,2458257,2,"66940_Insect consumption","Feeding",NA,NA,"66940_Insect consumption_2018",9
17414,42.936153,-73.433449,147,"NY",1124,"Tachycineta","bicolor","tree swallow","Animalia",66940,542,"Feeding (or foraging)",2018,4,10,100,2458219,2,2018,7,7,188,2458307,5,"66940_Feeding (or foraging)","Feeding",NA,NA,"66940_Feeding (or foraging)_2018",9
17707,37.360123,-122.128151,170,"CA",1229,"Melanerpes","formicivorus","acorn woodpecker","Animalia",68607,311,"Nut gathering",2018,11,7,311,2458430,140,2018,11,7,311,2458430,15,"68607_Nut gathering","Feeding",NA,NA,"68607_Nut gathering_2018",9
17707,37.360123,-122.128151,170,"CA",362,"Junco","hyemalis","dark-eyed junco","Animalia",68613,294,"Singing individuals (birds)",2018,1,16,16,2458135,NA,2018,4,26,116,2458235,75,"68613_Singing individuals (birds)","Singing individuals",NA,NA,"68613_Singing individuals (birds)_2018",11
9652,44.768246,-94.155746,309,"MN",1090,"Cardinalis","cardinalis","northern cardinal","Animalia",69510,294,"Singing individuals (birds)",2018,5,17,137,2458256,1,2018,7,5,186,2458305,4,"69510_Singing individuals (birds)","Singing individuals",NA,NA,"69510_Singing individuals (birds)_2018",11
