"site_id","latitude","longitude","species_id","genus","species","common_name","kingdom","individual_id","phenophase_id","phenophase_description","first_yes_year","first_yes_month","first_yes_day","first_yes_doy","first_yes_julian_date","numdays_since_prior_no","ind_phen","phenophase","state","series_yrs","first_yes_date","yeartype","dop","year","resident","present_jan1","ind_phen_year"
10145,42.602543,-83.250992,1224,"Branta","canadensis","Canada goose","Animalia",64229,541,"Fledged young (precocial birds)",2019,5,22,142,2458626,1,"64229_Fledged young (precocial birds)","Young observed","MI",9,2019-05-22,"calendar",142,2019,NA,NA,"64229_Fledged young (precocial birds)_2019"
8418,32.363758,-94.873947,363,"Molothrus","ater","brown-headed cowbird","Animalia",64379,310,"Fruit/seed consumption",2019,3,27,86,2458570,4,"64379_Fruit/seed consumption","Feeding","TX",9,2019-03-27,"calendar",86,2019,NA,NA,"64379_Fruit/seed consumption_2019"
17414,42.936153,-73.433449,1124,"Tachycineta","bicolor","tree swallow","Animalia",66940,297,"Nest building (birds)",2019,5,7,127,2458611,4,"66940_Nest building (birds)","Nesting behavior","NY",9,2019-05-07,"calendar",127,2019,NA,NA,"66940_Nest building (birds)_2019"
17414,42.936153,-73.433449,1124,"Tachycineta","bicolor","tree swallow","Animalia",66940,298,"Occupied nest",2019,5,19,139,2458623,4,"66940_Occupied nest","Nesting behavior","NY",9,2019-05-19,"calendar",139,2019,NA,NA,"66940_Occupied nest_2019"
17414,42.936153,-73.433449,1124,"Tachycineta","bicolor","tree swallow","Animalia",66940,457,"Insect consumption",2019,4,7,97,2458581,8,"66940_Insect consumption","Feeding","NY",9,2019-04-07,"calendar",97,2019,NA,NA,"66940_Insect consumption_2019"
17414,42.936153,-73.433449,1124,"Tachycineta","bicolor","tree swallow","Animalia",66940,542,"Feeding (or foraging)",2019,4,7,97,2458581,8,"66940_Feeding (or foraging)","Feeding","NY",9,2019-04-07,"calendar",97,2019,NA,NA,"66940_Feeding (or foraging)_2019"
17707,37.360123,-122.128151,362,"Junco","hyemalis","dark-eyed junco","Animalia",68613,294,"Singing individuals (birds)",2019,5,8,128,2458612,2,"68613_Singing individuals (birds)","Singing individuals","CA",9,2019-05-08,"calendar",128,2019,NA,NA,"68613_Singing individuals (birds)_2019"
9652,44.768246,-94.155746,1090,"Cardinalis","cardinalis","northern cardinal","Animalia",69510,294,"Singing individuals (birds)",2019,3,16,75,2458559,7,"69510_Singing individuals (birds)","Singing individuals","MN",9,2019-03-16,"calendar",75,2019,NA,NA,"69510_Singing individuals (birds)_2019"
12725,37.360928,-122.130836,1088,"Calypte","anna","Anna's hummingbird","Animalia",71544,294,"Singing individuals (birds)",2019,1,17,17,2458501,2,"71544_Singing individuals (birds)","Singing individuals","CA",9,2019-01-17,"calendar",17,2019,NA,NA,"71544_Singing individuals (birds)_2019"
12725,37.360928,-122.130836,1088,"Calypte","anna","Anna's hummingbird","Animalia",71544,312,"Flower visitation",2019,1,29,29,2458513,7,"71544_Flower visitation","Feeding","CA",9,2019-01-29,"calendar",29,2019,NA,NA,"71544_Flower visitation_2019"
6099,34.119007,-118.760071,1229,"Melanerpes","formicivorus","acorn woodpecker","Animalia",72367,457,"Insect consumption",2019,11,10,314,2458798,9,"72367_Insect consumption","Feeding","CA",10,2019-11-10,"calendar",314,2019,NA,NA,"72367_Insect consumption_2019"
19944,33.66478,-117.843063,1088,"Calypte","anna","Anna's hummingbird","Animalia",81455,294,"Singing individuals (birds)",2019,1,25,25,2458509,9,"81455_Singing individuals (birds)","Singing individuals","CA",11,2019-01-25,"calendar",25,2019,NA,NA,"81455_Singing individuals (birds)_2019"
19944,33.66478,-117.843063,1088,"Calypte","anna","Anna's hummingbird","Animalia",81455,295,"Territorial individuals (birds)",2019,1,9,9,2458493,5,"81455_Territorial individuals (birds)","Territorial behavior","CA",9,2019-01-09,"calendar",9,2019,NA,NA,"81455_Territorial individuals (birds)_2019"
19944,33.66478,-117.843063,1088,"Calypte","anna","Anna's hummingbird","Animalia",81455,312,"Flower visitation",2019,1,11,11,2458495,2,"81455_Flower visitation","Feeding","CA",11,2019-01-11,"calendar",11,2019,NA,NA,"81455_Flower visitation_2019"
19944,33.66478,-117.843063,1088,"Calypte","anna","Anna's hummingbird","Animalia",81455,457,"Insect consumption",2019,1,16,16,2458500,5,"81455_Insect consumption","Feeding","CA",11,2019-01-16,"calendar",16,2019,NA,NA,"81455_Insect consumption_2019"
19944,33.66478,-117.843063,1088,"Calypte","anna","Anna's hummingbird","Animalia",81455,542,"Feeding (or foraging)",2019,1,11,11,2458495,2,"81455_Feeding (or foraging)","Feeding","CA",9,2019-01-11,"calendar",11,2019,NA,NA,"81455_Feeding (or foraging)_2019"
19944,33.66478,-117.843063,376,"Sayornis","nigricans","black phoebe","Animalia",81456,294,"Singing individuals (birds)",2019,1,25,25,2458509,9,"81456_Singing individuals (birds)","Singing individuals","CA",11,2019-01-25,"calendar",25,2019,NA,NA,"81456_Singing individuals (birds)_2019"
19944,33.66478,-117.843063,376,"Sayornis","nigricans","black phoebe","Animalia",81456,295,"Territorial individuals (birds)",2019,2,26,57,2458541,10,"81456_Territorial individuals (birds)","Territorial behavior","CA",9,2019-02-26,"calendar",57,2019,NA,NA,"81456_Territorial individuals (birds)_2019"
19944,33.66478,-117.843063,376,"Sayornis","nigricans","black phoebe","Animalia",81456,457,"Insect consumption",2019,1,27,27,2458511,2,"81456_Insect consumption","Feeding","CA",11,2019-01-27,"calendar",27,2019,NA,NA,"81456_Insect consumption_2019"
19944,33.66478,-117.843063,376,"Sayornis","nigricans","black phoebe","Animalia",81456,542,"Feeding (or foraging)",2019,2,26,57,2458541,10,"81456_Feeding (or foraging)","Feeding","CA",9,2019-02-26,"calendar",57,2019,NA,NA,"81456_Feeding (or foraging)_2019"
19944,33.66478,-117.843063,242,"Petrochelidon","pyrrhonota","cliff swallow","Animalia",81457,294,"Singing individuals (birds)",2019,3,14,73,2458557,3,"81457_Singing individuals (birds)","Singing individuals","CA",10,2019-03-14,"calendar",73,2019,NA,NA,"81457_Singing individuals (birds)_2019"
19944,33.66478,-117.843063,242,"Petrochelidon","pyrrhonota","cliff swallow","Animalia",81457,297,"Nest building (birds)",2019,4,15,105,2458589,7,"81457_Nest building (birds)","Nesting behavior","CA",10,2019-04-15,"calendar",105,2019,NA,NA,"81457_Nest building (birds)_2019"
19944,33.66478,-117.843063,1197,"Geothlypis","trichas","common yellowthroat","Animalia",81458,294,"Singing individuals (birds)",2019,2,1,32,2458516,5,"81458_Singing individuals (birds)","Singing individuals","CA",11,2019-02-01,"calendar",32,2019,NA,NA,"81458_Singing individuals (birds)_2019"
19944,33.66478,-117.843063,1197,"Geothlypis","trichas","common yellowthroat","Animalia",81458,295,"Territorial individuals (birds)",2019,1,25,25,2458509,9,"81458_Territorial individuals (birds)","Territorial behavior","CA",9,2019-01-25,"calendar",25,2019,NA,NA,"81458_Territorial individuals (birds)_2019"
19944,33.66478,-117.843063,1197,"Geothlypis","trichas","common yellowthroat","Animalia",81458,542,"Feeding (or foraging)",2019,2,6,37,2458521,2,"81458_Feeding (or foraging)","Feeding","CA",9,2019-02-06,"calendar",37,2019,NA,NA,"81458_Feeding (or foraging)_2019"
19944,33.66478,-117.843063,370,"Ardea","herodias","great blue heron","Animalia",81459,542,"Feeding (or foraging)",2019,2,4,35,2458519,3,"81459_Feeding (or foraging)","Feeding","CA",9,2019-02-04,"calendar",35,2019,NA,NA,"81459_Feeding (or foraging)_2019"
19944,33.66478,-117.843063,244,"Charadrius","vociferus","killdeer","Animalia",81460,542,"Feeding (or foraging)",2019,1,25,25,2458509,9,"81460_Feeding (or foraging)","Feeding","CA",9,2019-01-25,"calendar",25,2019,NA,NA,"81460_Feeding (or foraging)_2019"
19944,33.66478,-117.843063,248,"Pandion","haliaetus","osprey","Animalia",81461,297,"Nest building (birds)",2019,1,16,16,2458500,5,"81461_Nest building (birds)","Nesting behavior","CA",9,2019-01-16,"calendar",16,2019,NA,NA,"81461_Nest building (birds)_2019"
19944,33.66478,-117.843063,248,"Pandion","haliaetus","osprey","Animalia",81461,542,"Feeding (or foraging)",2019,1,11,11,2458495,2,"81461_Feeding (or foraging)","Feeding","CA",9,2019-01-11,"calendar",11,2019,NA,NA,"81461_Feeding (or foraging)_2019"
19944,33.66478,-117.843063,373,"Actitis","macularius","spotted sandpiper","Animalia",81462,542,"Feeding (or foraging)",2019,1,27,27,2458511,2,"81462_Feeding (or foraging)","Feeding","CA",9,2019-01-27,"calendar",27,2019,NA,NA,"81462_Feeding (or foraging)_2019"
17414,42.936153,-73.433449,1197,"Geothlypis","trichas","common yellowthroat","Animalia",86970,294,"Singing individuals (birds)",2019,5,17,137,2458621,2,"86970_Singing individuals (birds)","Singing individuals","NY",11,2019-05-17,"calendar",137,2019,NA,NA,"86970_Singing individuals (birds)_2019"
20765,33.632149,-117.55545,1088,"Calypte","anna","Anna's hummingbird","Animalia",88471,312,"Flower visitation",2019,4,21,111,2458595,12,"88471_Flower visitation","Feeding","CA",9,2019-04-21,"calendar",111,2019,NA,NA,"88471_Flower visitation_2019"
20765,33.632149,-117.55545,376,"Sayornis","nigricans","black phoebe","Animalia",88472,457,"Insect consumption",2019,2,18,49,2458533,6,"88472_Insect consumption","Feeding","CA",9,2019-02-18,"calendar",49,2019,NA,NA,"88472_Insect consumption_2019"
20765,33.632149,-117.55545,355,"Troglodytes","aedon","house wren","Animalia",88474,294,"Singing individuals (birds)",2019,1,10,10,2458494,7,"88474_Singing individuals (birds)","Singing individuals","CA",9,2019-01-10,"calendar",10,2019,NA,NA,"88474_Singing individuals (birds)_2019"
20765,33.632149,-117.55545,1380,"Melospiza","melodia","song sparrow","Animalia",88475,294,"Singing individuals (birds)",2019,3,17,76,2458560,10,"88475_Singing individuals (birds)","Singing individuals","CA",10,2019-03-17,"calendar",76,2019,NA,NA,"88475_Singing individuals (birds)_2019"
20765,33.632149,-117.55545,1091,"Spinus","psaltria","lesser goldfinch","Animalia",88478,294,"Singing individuals (birds)",2019,3,17,76,2458560,10,"88478_Singing individuals (birds)","Singing individuals","CA",9,2019-03-17,"calendar",76,2019,NA,NA,"88478_Singing individuals (birds)_2019"
22740,38.525036,-121.970711,741,"Regulus","calendula","ruby-crowned kinglet","Animalia",102229,457,"Insect consumption",2019,1,24,24,2458508,14,"102229_Insect consumption","Feeding","CA",9,2019-01-24,"calendar",24,2019,NA,NA,"102229_Insect consumption_2019"
22740,38.525036,-121.970711,357,"Sialia","mexicana","western bluebird","Animalia",102231,457,"Insect consumption",2019,3,7,66,2458550,14,"102231_Insect consumption","Feeding","CA",9,2019-03-07,"calendar",66,2019,NA,NA,"102231_Insect consumption_2019"
22858,38.09404,-122.37149,1380,"Melospiza","melodia","song sparrow","Animalia",103159,294,"Singing individuals (birds)",2019,1,21,21,2458505,7,"103159_Singing individuals (birds)","Singing individuals","CA",10,2019-01-21,"calendar",21,2019,NA,NA,"103159_Singing individuals (birds)_2019"
22858,38.09404,-122.37149,1380,"Melospiza","melodia","song sparrow","Animalia",103159,542,"Feeding (or foraging)",2019,3,18,77,2458561,7,"103159_Feeding (or foraging)","Feeding","CA",9,2019-03-18,"calendar",77,2019,NA,NA,"103159_Feeding (or foraging)_2019"
22858,38.09404,-122.37149,357,"Sialia","mexicana","western bluebird","Animalia",103161,457,"Insect consumption",2019,4,22,112,2458596,14,"103161_Insect consumption","Feeding","CA",9,2019-04-22,"calendar",112,2019,NA,NA,"103161_Insect consumption_2019"
22858,38.09404,-122.37149,357,"Sialia","mexicana","western bluebird","Animalia",103161,542,"Feeding (or foraging)",2019,1,21,21,2458505,7,"103161_Feeding (or foraging)","Feeding","CA",9,2019-01-21,"calendar",21,2019,NA,NA,"103161_Feeding (or foraging)_2019"
17414,42.936153,-73.433449,352,"Archilochus","colubris","ruby-throated hummingbird","Animalia",103211,542,"Feeding (or foraging)",2019,4,30,120,2458604,3,"103211_Feeding (or foraging)","Feeding","NY",9,2019-04-30,"calendar",120,2019,NA,NA,"103211_Feeding (or foraging)_2019"
22858,38.09404,-122.37149,1375,"Anas","platyrhynchos","mallard","Animalia",114733,542,"Feeding (or foraging)",2019,2,7,38,2458522,10,"114733_Feeding (or foraging)","Feeding","CA",9,2019-02-07,"calendar",38,2019,NA,NA,"114733_Feeding (or foraging)_2019"
22858,38.09404,-122.37149,359,"Agelaius","phoeniceus","red-winged blackbird","Animalia",114734,294,"Singing individuals (birds)",2019,3,11,70,2458554,7,"114734_Singing individuals (birds)","Singing individuals","CA",9,2019-03-11,"calendar",70,2019,NA,NA,"114734_Singing individuals (birds)_2019"
22858,38.09404,-122.37149,359,"Agelaius","phoeniceus","red-winged blackbird","Animalia",114734,542,"Feeding (or foraging)",2019,3,25,84,2458568,14,"114734_Feeding (or foraging)","Feeding","CA",9,2019-03-25,"calendar",84,2019,NA,NA,"114734_Feeding (or foraging)_2019"
22858,38.09404,-122.37149,1088,"Calypte","anna","Anna's hummingbird","Animalia",114826,295,"Territorial individuals (birds)",2019,1,21,21,2458505,7,"114826_Territorial individuals (birds)","Territorial behavior","CA",9,2019-01-21,"calendar",21,2019,NA,NA,"114826_Territorial individuals (birds)_2019"
22858,38.09404,-122.37149,1088,"Calypte","anna","Anna's hummingbird","Animalia",114826,542,"Feeding (or foraging)",2019,3,25,84,2458568,7,"114826_Feeding (or foraging)","Feeding","CA",9,2019-03-25,"calendar",84,2019,NA,NA,"114826_Feeding (or foraging)_2019"
2803,39.971001,-105.397003,1113,"Dryobates","pubescens","downy woodpecker","Animalia",122049,310,"Fruit/seed consumption",2019,3,11,70,2458554,2,"122049_Fruit/seed consumption","Feeding","CO",9,2019-03-11,"calendar",70,2019,NA,NA,"122049_Fruit/seed consumption_2019"
2803,39.971001,-105.397003,1113,"Dryobates","pubescens","downy woodpecker","Animalia",122049,542,"Feeding (or foraging)",2019,3,11,70,2458554,2,"122049_Feeding (or foraging)","Feeding","CO",9,2019-03-11,"calendar",70,2019,NA,NA,"122049_Feeding (or foraging)_2019"
2803,39.971001,-105.397003,1411,"Poecile","gambeli","mountain chickadee","Animalia",122050,294,"Singing individuals (birds)",2019,4,15,105,2458589,2,"122050_Singing individuals (birds)","Singing individuals","CO",9,2019-04-15,"calendar",105,2019,NA,NA,"122050_Singing individuals (birds)_2019"
2803,39.971001,-105.397003,1411,"Poecile","gambeli","mountain chickadee","Animalia",122050,542,"Feeding (or foraging)",2019,7,5,186,2458670,5,"122050_Feeding (or foraging)","Feeding","CO",9,2019-07-05,"calendar",186,2019,NA,NA,"122050_Feeding (or foraging)_2019"
2803,39.971001,-105.397003,1398,"Cyanocitta","stelleri","Steller's jay","Animalia",122052,310,"Fruit/seed consumption",2019,10,19,292,2458776,5,"122052_Fruit/seed consumption","Feeding","CO",9,2019-10-19,"calendar",292,2019,NA,NA,"122052_Fruit/seed consumption_2019"
2803,39.971001,-105.397003,1398,"Cyanocitta","stelleri","Steller's jay","Animalia",122052,457,"Insect consumption",2019,4,20,110,2458594,5,"122052_Insect consumption","Feeding","CO",9,2019-04-20,"calendar",110,2019,NA,NA,"122052_Insect consumption_2019"
2803,39.971001,-105.397003,1398,"Cyanocitta","stelleri","Steller's jay","Animalia",122052,542,"Feeding (or foraging)",2019,4,20,110,2458594,5,"122052_Feeding (or foraging)","Feeding","CO",9,2019-04-20,"calendar",110,2019,NA,NA,"122052_Feeding (or foraging)_2019"
2803,39.971001,-105.397003,1415,"Sitta","carolinensis","white-breasted nuthatch","Animalia",122053,294,"Singing individuals (birds)",2019,3,16,75,2458559,5,"122053_Singing individuals (birds)","Singing individuals","CO",9,2019-03-16,"calendar",75,2019,NA,NA,"122053_Singing individuals (birds)_2019"
2803,39.971001,-105.397003,1415,"Sitta","carolinensis","white-breasted nuthatch","Animalia",122053,457,"Insect consumption",2019,5,27,147,2458631,7,"122053_Insect consumption","Feeding","CO",9,2019-05-27,"calendar",147,2019,NA,NA,"122053_Insect consumption_2019"
2803,39.971001,-105.397003,1415,"Sitta","carolinensis","white-breasted nuthatch","Animalia",122053,542,"Feeding (or foraging)",2019,5,27,147,2458631,7,"122053_Feeding (or foraging)","Feeding","CO",9,2019-05-27,"calendar",147,2019,NA,NA,"122053_Feeding (or foraging)_2019"
12064,32.248463,-110.909584,1223,"Auriparus","flaviceps","verdin","Animalia",139417,542,"Feeding (or foraging)",2019,3,4,63,2458547,9,"139417_Feeding (or foraging)","Feeding","AZ",9,2019-03-04,"calendar",63,2019,NA,NA,"139417_Feeding (or foraging)_2019"
27407,38.037094,-122.394722,244,"Charadrius","vociferus","killdeer","Animalia",141455,542,"Feeding (or foraging)",2019,3,25,84,2458568,7,"141455_Feeding (or foraging)","Feeding","CA",9,2019-03-25,"calendar",84,2019,NA,NA,"141455_Feeding (or foraging)_2019"
27407,38.037094,-122.394722,1375,"Anas","platyrhynchos","mallard","Animalia",141456,542,"Feeding (or foraging)",2019,2,18,49,2458533,7,"141456_Feeding (or foraging)","Feeding","CA",9,2019-02-18,"calendar",49,2019,NA,NA,"141456_Feeding (or foraging)_2019"
27407,38.037094,-122.394722,375,"Zenaida","macroura","mourning dove","Animalia",141460,294,"Singing individuals (birds)",2019,3,4,63,2458547,7,"141460_Singing individuals (birds)","Singing individuals","CA",9,2019-03-04,"calendar",63,2019,NA,NA,"141460_Singing individuals (birds)_2019"
27407,38.037094,-122.394722,376,"Sayornis","nigricans","black phoebe","Animalia",141461,294,"Singing individuals (birds)",2019,1,28,28,2458512,7,"141461_Singing individuals (birds)","Singing individuals","CA",9,2019-01-28,"calendar",28,2019,NA,NA,"141461_Singing individuals (birds)_2019"
27407,38.037094,-122.394722,376,"Sayornis","nigricans","black phoebe","Animalia",141461,457,"Insect consumption",2019,1,28,28,2458512,7,"141461_Insect consumption","Feeding","CA",9,2019-01-28,"calendar",28,2019,NA,NA,"141461_Insect consumption_2019"
27407,38.037094,-122.394722,376,"Sayornis","nigricans","black phoebe","Animalia",141461,542,"Feeding (or foraging)",2019,1,28,28,2458512,7,"141461_Feeding (or foraging)","Feeding","CA",9,2019-01-28,"calendar",28,2019,NA,NA,"141461_Feeding (or foraging)_2019"
22740,38.525036,-121.970711,1654,"Baeolophus","inornatus","oak titmouse","Animalia",148019,457,"Insect consumption",2019,1,24,24,2458508,14,"148019_Insect consumption","Feeding","CA",9,2019-01-24,"calendar",24,2019,NA,NA,"148019_Insect consumption_2019"
1419,42.011166,-88.503304,246,"Turdus","migratorius","American robin","Animalia",10282,294,"Singing individuals (birds)",2020,4,12,103,2458952,3,"10282_Singing individuals (birds)","Singing individuals","IL",13,2020-04-12,"calendar",103,2020,NA,NA,"10282_Singing individuals (birds)_2020"
1419,42.011166,-88.503304,246,"Turdus","migratorius","American robin","Animalia",10282,457,"Insect consumption",2020,6,1,153,2459002,3,"10282_Insect consumption","Feeding","IL",9,2020-06-01,"calendar",153,2020,NA,NA,"10282_Insect consumption_2020"
1419,42.011166,-88.503304,245,"Poecile","atricapillus","black-capped chickadee","Animalia",10283,294,"Singing individuals (birds)",2020,6,1,153,2459002,3,"10283_Singing individuals (birds)","Singing individuals","IL",12,2020-06-01,"calendar",153,2020,NA,NA,"10283_Singing individuals (birds)_2020"
5674,44.910587,-70.266861,246,"Turdus","migratorius","American robin","Animalia",12709,310,"Fruit/seed consumption",2020,3,22,82,2458931,7,"12709_Fruit/seed consumption","Feeding","ME",11,2020-03-22,"calendar",82,2020,NA,NA,"12709_Fruit/seed consumption_2020"
5674,44.910587,-70.266861,246,"Turdus","migratorius","American robin","Animalia",12709,457,"Insect consumption",2020,5,31,152,2459001,7,"12709_Insect consumption","Feeding","ME",11,2020-05-31,"calendar",152,2020,NA,NA,"12709_Insect consumption_2020"
5674,44.910587,-70.266861,246,"Turdus","migratorius","American robin","Animalia",12709,542,"Feeding (or foraging)",2020,3,22,82,2458931,7,"12709_Feeding (or foraging)","Feeding","ME",9,2020-03-22,"calendar",82,2020,NA,NA,"12709_Feeding (or foraging)_2020"
5674,44.910587,-70.266861,352,"Archilochus","colubris","ruby-throated hummingbird","Animalia",12712,295,"Territorial individuals (birds)",2020,5,24,145,2458994,7,"12712_Territorial individuals (birds)","Territorial behavior","ME",9,2020-05-24,"calendar",145,2020,NA,NA,"12712_Territorial individuals (birds)_2020"
5674,44.910587,-70.266861,352,"Archilochus","colubris","ruby-throated hummingbird","Animalia",12712,312,"Flower visitation",2020,6,7,159,2459008,7,"12712_Flower visitation","Feeding","ME",13,2020-06-07,"calendar",159,2020,NA,NA,"12712_Flower visitation_2020"
5674,44.910587,-70.266861,352,"Archilochus","colubris","ruby-throated hummingbird","Animalia",12712,542,"Feeding (or foraging)",2020,5,17,138,2458987,14,"12712_Feeding (or foraging)","Feeding","ME",9,2020-05-17,"calendar",138,2020,NA,NA,"12712_Feeding (or foraging)_2020"
2803,39.971001,-105.397003,246,"Turdus","migratorius","American robin","Animalia",16046,294,"Singing individuals (birds)",2020,2,8,39,2458888,7,"16046_Singing individuals (birds)","Singing individuals","CO",14,2020-02-08,"calendar",39,2020,NA,NA,"16046_Singing individuals (birds)_2020"
2803,39.971001,-105.397003,246,"Turdus","migratorius","American robin","Animalia",16046,310,"Fruit/seed consumption",2020,8,12,225,2459074,2,"16046_Fruit/seed consumption","Feeding","CO",10,2020-08-12,"calendar",225,2020,NA,NA,"16046_Fruit/seed consumption_2020"
2803,39.971001,-105.397003,246,"Turdus","migratorius","American robin","Animalia",16046,457,"Insect consumption",2020,3,31,91,2458940,6,"16046_Insect consumption","Feeding","CO",15,2020-03-31,"calendar",91,2020,NA,NA,"16046_Insect consumption_2020"
2803,39.971001,-105.397003,246,"Turdus","migratorius","American robin","Animalia",16046,542,"Feeding (or foraging)",2020,2,8,39,2458888,7,"16046_Feeding (or foraging)","Feeding","CO",9,2020-02-08,"calendar",39,2020,NA,NA,"16046_Feeding (or foraging)_2020"
2803,39.971001,-105.397003,245,"Poecile","atricapillus","black-capped chickadee","Animalia",16047,294,"Singing individuals (birds)",2020,9,8,252,2459101,5,"16047_Singing individuals (birds)","Singing individuals","CO",13,2020-09-08,"calendar",252,2020,NA,NA,"16047_Singing individuals (birds)_2020"
2803,39.971001,-105.397003,245,"Poecile","atricapillus","black-capped chickadee","Animalia",16047,310,"Fruit/seed consumption",2020,12,15,350,2459199,4,"16047_Fruit/seed consumption","Feeding","CO",15,2020-12-15,"calendar",350,2020,NA,NA,"16047_Fruit/seed consumption_2020"
2803,39.971001,-105.397003,245,"Poecile","atricapillus","black-capped chickadee","Animalia",16047,542,"Feeding (or foraging)",2020,12,15,350,2459199,4,"16047_Feeding (or foraging)","Feeding","CO",9,2020-12-15,"calendar",350,2020,NA,NA,"16047_Feeding (or foraging)_2020"
2803,39.971001,-105.397003,354,"Selasphorus","platycercus","broad-tailed hummingbird","Animalia",16048,295,"Territorial individuals (birds)",2020,4,30,121,2458970,3,"16048_Territorial individuals (birds)","Territorial behavior","CO",9,2020-04-30,"calendar",121,2020,NA,NA,"16048_Territorial individuals (birds)_2020"
2803,39.971001,-105.397003,354,"Selasphorus","platycercus","broad-tailed hummingbird","Animalia",16048,312,"Flower visitation",2020,5,5,126,2458975,3,"16048_Flower visitation","Feeding","CO",14,2020-05-05,"calendar",126,2020,NA,NA,"16048_Flower visitation_2020"
2803,39.971001,-105.397003,354,"Selasphorus","platycercus","broad-tailed hummingbird","Animalia",16048,457,"Insect consumption",2020,5,12,133,2458982,4,"16048_Insect consumption","Feeding","CO",14,2020-05-12,"calendar",133,2020,NA,NA,"16048_Insect consumption_2020"
2803,39.971001,-105.397003,354,"Selasphorus","platycercus","broad-tailed hummingbird","Animalia",16048,542,"Feeding (or foraging)",2020,4,30,121,2458970,3,"16048_Feeding (or foraging)","Feeding","CO",9,2020-04-30,"calendar",121,2020,NA,NA,"16048_Feeding (or foraging)_2020"
2803,39.971001,-105.397003,362,"Junco","hyemalis","dark-eyed junco","Animalia",16213,294,"Singing individuals (birds)",2020,2,8,39,2458888,7,"16213_Singing individuals (birds)","Singing individuals","CO",11,2020-02-08,"calendar",39,2020,NA,NA,"16213_Singing individuals (birds)_2020"
2803,39.971001,-105.397003,362,"Junco","hyemalis","dark-eyed junco","Animalia",16213,310,"Fruit/seed consumption",2020,2,8,39,2458888,7,"16213_Fruit/seed consumption","Feeding","CO",13,2020-02-08,"calendar",39,2020,NA,NA,"16213_Fruit/seed consumption_2020"
2803,39.971001,-105.397003,357,"Sialia","mexicana","western bluebird","Animalia",16214,294,"Singing individuals (birds)",2020,3,31,91,2458940,6,"16214_Singing individuals (birds)","Singing individuals","CO",10,2020-03-31,"calendar",91,2020,NA,NA,"16214_Singing individuals (birds)_2020"
2803,39.971001,-105.397003,357,"Sialia","mexicana","western bluebird","Animalia",16214,457,"Insect consumption",2020,3,31,91,2458940,6,"16214_Insect consumption","Feeding","CO",12,2020-03-31,"calendar",91,2020,NA,NA,"16214_Insect consumption_2020"
8496,46.328629,-96.061256,246,"Turdus","migratorius","American robin","Animalia",25780,310,"Fruit/seed consumption",2020,4,5,96,2458945,7,"25780_Fruit/seed consumption","Feeding","MN",9,2020-04-05,"calendar",96,2020,NA,NA,"25780_Fruit/seed consumption_2020"
8496,46.328629,-96.061256,245,"Poecile","atricapillus","black-capped chickadee","Animalia",25781,310,"Fruit/seed consumption",2020,6,15,167,2459016,9,"25781_Fruit/seed consumption","Feeding","MN",9,2020-06-15,"calendar",167,2020,NA,NA,"25781_Fruit/seed consumption_2020"
8496,46.328629,-96.061256,352,"Archilochus","colubris","ruby-throated hummingbird","Animalia",25784,312,"Flower visitation",2020,8,27,240,2459089,9,"25784_Flower visitation","Feeding","MN",9,2020-08-27,"calendar",240,2020,NA,NA,"25784_Flower visitation_2020"
8496,46.328629,-96.061256,1104,"Hirundo","rustica","barn swallow","Animalia",25894,297,"Nest building (birds)",2020,5,6,127,2458976,2,"25894_Nest building (birds)","Nesting behavior","MN",10,2020-05-06,"calendar",127,2020,NA,NA,"25894_Nest building (birds)_2020"
8496,46.328629,-96.061256,1113,"Dryobates","pubescens","downy woodpecker","Animalia",25895,310,"Fruit/seed consumption",2020,4,8,99,2458948,3,"25895_Fruit/seed consumption","Feeding","MN",11,2020-04-08,"calendar",99,2020,NA,NA,"25895_Fruit/seed consumption_2020"
8496,46.328629,-96.061256,1090,"Cardinalis","cardinalis","northern cardinal","Animalia",25898,294,"Singing individuals (birds)",2020,4,19,110,2458959,11,"25898_Singing individuals (birds)","Singing individuals","MN",13,2020-04-19,"calendar",110,2020,NA,NA,"25898_Singing individuals (birds)_2020"
8496,46.328629,-96.061256,1090,"Cardinalis","cardinalis","northern cardinal","Animalia",25898,310,"Fruit/seed consumption",2020,5,4,125,2458974,4,"25898_Fruit/seed consumption","Feeding","MN",11,2020-05-04,"calendar",125,2020,NA,NA,"25898_Fruit/seed consumption_2020"
8736,44.903229,-93.217445,240,"Spinus","tristis","American goldfinch","Animalia",28348,310,"Fruit/seed consumption",2020,4,2,93,2458942,9,"28348_Fruit/seed consumption","Feeding","MN",10,2020-04-02,"calendar",93,2020,NA,NA,"28348_Fruit/seed consumption_2020"
8736,44.903229,-93.217445,245,"Poecile","atricapillus","black-capped chickadee","Animalia",28349,294,"Singing individuals (birds)",2020,4,15,106,2458955,2,"28349_Singing individuals (birds)","Singing individuals","MN",10,2020-04-15,"calendar",106,2020,NA,NA,"28349_Singing individuals (birds)_2020"
8736,44.903229,-93.217445,1090,"Cardinalis","cardinalis","northern cardinal","Animalia",28354,294,"Singing individuals (birds)",2020,4,13,104,2458953,7,"28354_Singing individuals (birds)","Singing individuals","MN",9,2020-04-13,"calendar",104,2020,NA,NA,"28354_Singing individuals (birds)_2020"
