"site_id","latitude","longitude","elevation_in_meters","state","species_id","genus","species","common_name","kingdom","individual_id","phenophase_id","phenophase_description","first_yes_year","first_yes_month","first_yes_day","first_yes_doy","first_yes_julian_date","numdays_since_prior_no","last_yes_year","last_yes_month","last_yes_day","last_yes_doy","last_yes_julian_date","numdays_until_next_no","ind_phen","phenophase","ind_phen_year","series_yrs"
10145,42.602543,-83.250992,277,"MI",280,"Chrysemys","picta","painted turtle","Animalia",38933,355,"Individuals on land (rock/log)",2017,4,24,114,2457868,2,2017,4,24,114,2457868,1,"38933_Individuals on land (rock/log)","Adults observed","38933_Individuals on land (rock/log)_2017",9
17414,42.936153,-73.433449,147,"NY",338,"Dryophytes","versicolor","gray treefrog","Animalia",86969,276,"Vocalizing",2017,4,16,106,2457860,5,2017,4,16,106,2457860,6,"86969_Vocalizing","Calls or songs","86969_Vocalizing_2017",11
5260,42.454987,-72.345177,267,"MA",338,"Dryophytes","versicolor","gray treefrog","Animalia",91177,276,"Vocalizing",2017,7,3,184,2457938,4,2017,7,3,184,2457938,12,"91177_Vocalizing","Calls or songs","91177_Vocalizing_2017",10
17414,42.936153,-73.433449,147,"NY",337,"Pseudacris","crucifer","spring peeper","Animalia",103212,276,"Vocalizing",2017,9,9,252,2458006,7,2017,9,22,265,2458019,7,"103212_Vocalizing","Calls or songs","103212_Vocalizing_2017",10
16876,41.745537,-74.119392,72,"NY",337,"Pseudacris","crucifer","spring peeper","Animalia",103455,276,"Vocalizing",2017,3,30,89,2457843,1,2017,3,30,89,2457843,2,"103455_Vocalizing","Calls or songs","103455_Vocalizing_2017",10
16876,41.745537,-74.119392,72,"NY",234,"Lithobates","sylvaticus","wood frog","Animalia",103456,276,"Vocalizing",2017,3,29,88,2457842,1,2017,3,30,89,2457843,2,"103456_Vocalizing","Calls or songs","103456_Vocalizing_2017",10
16876,41.745537,-74.119392,72,"NY",280,"Chrysemys","picta","painted turtle","Animalia",103457,355,"Individuals on land (rock/log)",2017,3,30,89,2457843,1,2017,3,30,89,2457843,2,"103457_Individuals on land (rock/log)","Adults observed","103457_Individuals on land (rock/log)_2017",9
16876,41.745537,-74.119392,72,"NY",280,"Chrysemys","picta","painted turtle","Animalia",103457,356,"Individuals in water (rock/log)",2017,3,29,88,2457842,1,2017,3,30,89,2457843,2,"103457_Individuals in water (rock/log)","Adults observed","103457_Individuals in water (rock/log)_2017",10
22613,32.33926,-110.981728,813,"AZ",1413,"Sceloporus","magister","desert spiny lizard","Animalia",136798,355,"Individuals on land (rock/log)",2017,12,30,364,2458118,4,2017,12,30,364,2458118,NA,"136798_Individuals on land (rock/log)","Adults observed","136798_Individuals on land (rock/log)_2017",9
5260,42.454987,-72.345177,267,"MA",307,"Lithobates","clamitans","green frog","Animalia",12257,276,"Vocalizing",2018,6,8,159,2458278,4,2018,10,11,284,2458403,NA,"12257_Vocalizing","Calls or songs","12257_Vocalizing_2018",10
5260,42.454987,-72.345177,267,"MA",346,"Lithobates","palustris","pickerel frog","Animalia",12259,276,"Vocalizing",2018,5,20,140,2458259,4,2018,5,23,143,2458262,8,"12259_Vocalizing","Calls or songs","12259_Vocalizing_2018",9
8496,46.328629,-96.061256,393,"MN",421,"Thamnophis","sirtalis","common gartersnake","Animalia",25782,355,"Individuals on land (rock/log)",2018,5,6,126,2458245,4,2018,5,6,126,2458245,4,"25782_Individuals on land (rock/log)","Adults observed","25782_Individuals on land (rock/log)_2018",10
10145,42.602543,-83.250992,277,"MI",230,"Anaxyrus","americanus","American toad","Animalia",38841,274,"Adults on land",2018,8,8,220,2458339,7,2018,8,8,220,2458339,1,"38841_Adults on land","Adults observed","38841_Adults on land_2018",11
10145,42.602543,-83.250992,277,"MI",230,"Anaxyrus","americanus","American toad","Animalia",38841,276,"Vocalizing",2018,5,5,125,2458244,1,2018,5,5,125,2458244,1,"38841_Vocalizing","Calls or songs","38841_Vocalizing_2018",10
10145,42.602543,-83.250992,277,"MI",280,"Chrysemys","picta","painted turtle","Animalia",38933,355,"Individuals on land (rock/log)",2018,5,13,133,2458252,3,2018,5,13,133,2458252,1,"38933_Individuals on land (rock/log)","Adults observed","38933_Individuals on land (rock/log)_2018",9
17414,42.936153,-73.433449,147,"NY",338,"Dryophytes","versicolor","gray treefrog","Animalia",86969,276,"Vocalizing",2018,5,10,130,2458249,6,2018,5,10,130,2458249,3,"86969_Vocalizing","Calls or songs","86969_Vocalizing_2018",11
5260,42.454987,-72.345177,267,"MA",338,"Dryophytes","versicolor","gray treefrog","Animalia",91177,276,"Vocalizing",2018,6,8,159,2458278,4,2018,6,8,159,2458278,1,"91177_Vocalizing","Calls or songs","91177_Vocalizing_2018",10
17414,42.936153,-73.433449,147,"NY",337,"Pseudacris","crucifer","spring peeper","Animalia",103212,276,"Vocalizing",2018,4,10,100,2458219,2,2018,5,13,133,2458252,5,"103212_Vocalizing","Calls or songs","103212_Vocalizing_2018",10
16876,41.745537,-74.119392,72,"NY",337,"Pseudacris","crucifer","spring peeper","Animalia",103455,276,"Vocalizing",2018,3,29,88,2458207,6,2018,4,8,98,2458217,2,"103455_Vocalizing","Calls or songs","103455_Vocalizing_2018",10
16876,41.745537,-74.119392,72,"NY",234,"Lithobates","sylvaticus","wood frog","Animalia",103456,276,"Vocalizing",2018,5,30,150,2458269,1,2018,5,30,150,2458269,5,"103456_Vocalizing","Calls or songs","103456_Vocalizing_2018",10
16876,41.745537,-74.119392,72,"NY",280,"Chrysemys","picta","painted turtle","Animalia",103457,355,"Individuals on land (rock/log)",2018,4,18,108,2458227,5,2018,4,18,108,2458227,1,"103457_Individuals on land (rock/log)","Adults observed","103457_Individuals on land (rock/log)_2018",9
16876,41.745537,-74.119392,72,"NY",280,"Chrysemys","picta","painted turtle","Animalia",103457,356,"Individuals in water (rock/log)",2018,3,31,90,2458209,1,2018,3,31,90,2458209,8,"103457_Individuals in water (rock/log)","Adults observed","103457_Individuals in water (rock/log)_2018",10
22613,32.33926,-110.981728,813,"AZ",1413,"Sceloporus","magister","desert spiny lizard","Animalia",136798,355,"Individuals on land (rock/log)",2018,1,16,16,2458135,7,2018,1,16,16,2458135,7,"136798_Individuals on land (rock/log)","Adults observed","136798_Individuals on land (rock/log)_2018",9
5260,42.454987,-72.345177,267,"MA",307,"Lithobates","clamitans","green frog","Animalia",12257,276,"Vocalizing",2019,5,6,126,2458610,2,2019,5,7,127,2458611,4,"12257_Vocalizing","Calls or songs","12257_Vocalizing_2019",10
5260,42.454987,-72.345177,267,"MA",346,"Lithobates","palustris","pickerel frog","Animalia",12259,276,"Vocalizing",2019,6,8,159,2458643,1,2019,6,8,159,2458643,3,"12259_Vocalizing","Calls or songs","12259_Vocalizing_2019",9
8496,46.328629,-96.061256,393,"MN",421,"Thamnophis","sirtalis","common gartersnake","Animalia",25782,355,"Individuals on land (rock/log)",2019,5,1,121,2458605,6,2019,5,1,121,2458605,9,"25782_Individuals on land (rock/log)","Adults observed","25782_Individuals on land (rock/log)_2019",10
10145,42.602543,-83.250992,277,"MI",230,"Anaxyrus","americanus","American toad","Animalia",38841,274,"Adults on land",2019,7,29,210,2458694,3,2019,7,29,210,2458694,1,"38841_Adults on land","Adults observed","38841_Adults on land_2019",11
17414,42.936153,-73.433449,147,"NY",338,"Dryophytes","versicolor","gray treefrog","Animalia",86969,276,"Vocalizing",2019,5,7,127,2458611,4,2019,5,11,131,2458615,4,"86969_Vocalizing","Calls or songs","86969_Vocalizing_2019",11
5260,42.454987,-72.345177,267,"MA",338,"Dryophytes","versicolor","gray treefrog","Animalia",91177,276,"Vocalizing",2019,6,17,168,2458652,6,2019,6,19,170,2458654,3,"91177_Vocalizing","Calls or songs","91177_Vocalizing_2019",10
17414,42.936153,-73.433449,147,"NY",337,"Pseudacris","crucifer","spring peeper","Animalia",103212,276,"Vocalizing",2019,4,6,96,2458580,7,2019,4,24,114,2458598,3,"103212_Vocalizing","Calls or songs","103212_Vocalizing_2019",10
16876,41.745537,-74.119392,72,"NY",337,"Pseudacris","crucifer","spring peeper","Animalia",103455,276,"Vocalizing",2019,3,30,89,2458573,4,2019,3,30,89,2458573,3,"103455_Vocalizing","Calls or songs","103455_Vocalizing_2019",10
16876,41.745537,-74.119392,72,"NY",234,"Lithobates","sylvaticus","wood frog","Animalia",103456,276,"Vocalizing",2019,4,3,93,2458577,1,2019,4,4,94,2458578,5,"103456_Vocalizing","Calls or songs","103456_Vocalizing_2019",10
16876,41.745537,-74.119392,72,"NY",280,"Chrysemys","picta","painted turtle","Animalia",103457,355,"Individuals on land (rock/log)",2019,4,4,94,2458578,1,2019,4,10,100,2458584,3,"103457_Individuals on land (rock/log)","Adults observed","103457_Individuals on land (rock/log)_2019",9
16876,41.745537,-74.119392,72,"NY",280,"Chrysemys","picta","painted turtle","Animalia",103457,356,"Individuals in water (rock/log)",2019,4,3,93,2458577,1,2019,4,3,93,2458577,1,"103457_Individuals in water (rock/log)","Adults observed","103457_Individuals in water (rock/log)_2019",10
22613,32.33926,-110.981728,813,"AZ",1413,"Sceloporus","magister","desert spiny lizard","Animalia",136798,355,"Individuals on land (rock/log)",2019,3,26,85,2458569,5,2019,12,3,337,2458821,NA,"136798_Individuals on land (rock/log)","Adults observed","136798_Individuals on land (rock/log)_2019",9
5260,42.454987,-72.345177,267,"MA",307,"Lithobates","clamitans","green frog","Animalia",12257,276,"Vocalizing",2020,5,22,143,2458992,7,2020,8,28,241,2459090,8,"12257_Vocalizing","Calls or songs","12257_Vocalizing_2020",10
5260,42.454987,-72.345177,267,"MA",346,"Lithobates","palustris","pickerel frog","Animalia",12259,276,"Vocalizing",2020,4,4,95,2458944,1,2020,4,4,95,2458944,8,"12259_Vocalizing","Calls or songs","12259_Vocalizing_2020",9
8496,46.328629,-96.061256,393,"MN",421,"Thamnophis","sirtalis","common gartersnake","Animalia",25782,355,"Individuals on land (rock/log)",2020,4,29,120,2458969,6,2020,4,29,120,2458969,1,"25782_Individuals on land (rock/log)","Adults observed","25782_Individuals on land (rock/log)_2020",10
10145,42.602543,-83.250992,277,"MI",230,"Anaxyrus","americanus","American toad","Animalia",38841,276,"Vocalizing",2020,4,30,121,2458970,1,2020,5,3,124,2458973,1,"38841_Vocalizing","Calls or songs","38841_Vocalizing_2020",10
10145,42.602543,-83.250992,277,"MI",280,"Chrysemys","picta","painted turtle","Animalia",38933,355,"Individuals on land (rock/log)",2020,5,1,122,2458971,1,2020,5,1,122,2458971,1,"38933_Individuals on land (rock/log)","Adults observed","38933_Individuals on land (rock/log)_2020",9
17414,42.936153,-73.433449,147,"NY",338,"Dryophytes","versicolor","gray treefrog","Animalia",86969,276,"Vocalizing",2020,5,14,135,2458984,3,2020,5,30,151,2459000,3,"86969_Vocalizing","Calls or songs","86969_Vocalizing_2020",11
5260,42.454987,-72.345177,267,"MA",338,"Dryophytes","versicolor","gray treefrog","Animalia",91177,276,"Vocalizing",2020,5,24,145,2458994,1,2020,6,6,158,2459007,1,"91177_Vocalizing","Calls or songs","91177_Vocalizing_2020",10
17414,42.936153,-73.433449,147,"NY",337,"Pseudacris","crucifer","spring peeper","Animalia",103212,276,"Vocalizing",2020,3,20,80,2458929,5,2020,3,20,80,2458929,2,"103212_Vocalizing","Calls or songs","103212_Vocalizing_2020",10
16876,41.745537,-74.119392,72,"NY",337,"Pseudacris","crucifer","spring peeper","Animalia",103455,276,"Vocalizing",2020,3,18,78,2458927,2,2020,3,18,78,2458927,89,"103455_Vocalizing","Calls or songs","103455_Vocalizing_2020",10
16876,41.745537,-74.119392,72,"NY",234,"Lithobates","sylvaticus","wood frog","Animalia",103456,276,"Vocalizing",2020,3,10,70,2458919,5,2020,3,10,70,2458919,6,"103456_Vocalizing","Calls or songs","103456_Vocalizing_2020",10
16876,41.745537,-74.119392,72,"NY",280,"Chrysemys","picta","painted turtle","Animalia",103457,355,"Individuals on land (rock/log)",2020,3,18,78,2458927,2,2020,3,18,78,2458927,89,"103457_Individuals on land (rock/log)","Adults observed","103457_Individuals on land (rock/log)_2020",9
16876,41.745537,-74.119392,72,"NY",280,"Chrysemys","picta","painted turtle","Animalia",103457,356,"Individuals in water (rock/log)",2020,7,30,212,2459061,6,2020,8,7,220,2459069,10,"103457_Individuals in water (rock/log)","Adults observed","103457_Individuals in water (rock/log)_2020",10
22613,32.33926,-110.981728,813,"AZ",1413,"Sceloporus","magister","desert spiny lizard","Animalia",136798,355,"Individuals on land (rock/log)",2020,12,8,343,2459192,7,2020,12,8,343,2459192,7,"136798_Individuals on land (rock/log)","Adults observed","136798_Individuals on land (rock/log)_2020",9
5260,42.454987,-72.345177,267,"MA",307,"Lithobates","clamitans","green frog","Animalia",12257,276,"Vocalizing",2021,5,21,141,2459356,2,2021,6,15,166,2459381,3,"12257_Vocalizing","Calls or songs","12257_Vocalizing_2021",10
5260,42.454987,-72.345177,267,"MA",346,"Lithobates","palustris","pickerel frog","Animalia",12259,276,"Vocalizing",2021,4,3,93,2459308,1,2021,5,9,129,2459344,3,"12259_Vocalizing","Calls or songs","12259_Vocalizing_2021",9
10145,42.602543,-83.250992,277,"MI",230,"Anaxyrus","americanus","American toad","Animalia",38841,274,"Adults on land",2021,6,29,180,2459395,1,2021,7,1,182,2459397,1,"38841_Adults on land","Adults observed","38841_Adults on land_2021",11
10145,42.602543,-83.250992,277,"MI",230,"Anaxyrus","americanus","American toad","Animalia",38841,276,"Vocalizing",2021,5,3,123,2459338,1,2021,5,4,124,2459339,1,"38841_Vocalizing","Calls or songs","38841_Vocalizing_2021",10
10145,42.602543,-83.250992,277,"MI",280,"Chrysemys","picta","painted turtle","Animalia",38933,355,"Individuals on land (rock/log)",2021,3,21,80,2459295,1,2021,3,21,80,2459295,1,"38933_Individuals on land (rock/log)","Adults observed","38933_Individuals on land (rock/log)_2021",9
17414,42.936153,-73.433449,147,"NY",338,"Dryophytes","versicolor","gray treefrog","Animalia",86969,276,"Vocalizing",2021,5,13,133,2459348,4,2021,5,23,143,2459358,4,"86969_Vocalizing","Calls or songs","86969_Vocalizing_2021",11
5260,42.454987,-72.345177,267,"MA",338,"Dryophytes","versicolor","gray treefrog","Animalia",91177,276,"Vocalizing",2021,5,3,123,2459338,2,2021,5,3,123,2459338,4,"91177_Vocalizing","Calls or songs","91177_Vocalizing_2021",10
17414,42.936153,-73.433449,147,"NY",337,"Pseudacris","crucifer","spring peeper","Animalia",103212,276,"Vocalizing",2021,3,25,84,2459299,4,2021,3,25,84,2459299,6,"103212_Vocalizing","Calls or songs","103212_Vocalizing_2021",10
16876,41.745537,-74.119392,72,"NY",337,"Pseudacris","crucifer","spring peeper","Animalia",103455,276,"Vocalizing",2021,3,31,90,2459305,1,2021,3,31,90,2459305,4,"103455_Vocalizing","Calls or songs","103455_Vocalizing_2021",10
16876,41.745537,-74.119392,72,"NY",234,"Lithobates","sylvaticus","wood frog","Animalia",103456,276,"Vocalizing",2021,4,5,95,2459310,1,2021,4,5,95,2459310,1,"103456_Vocalizing","Calls or songs","103456_Vocalizing_2021",10
16876,41.745537,-74.119392,72,"NY",280,"Chrysemys","picta","painted turtle","Animalia",103457,355,"Individuals on land (rock/log)",2021,3,30,89,2459304,1,2021,3,30,89,2459304,1,"103457_Individuals on land (rock/log)","Adults observed","103457_Individuals on land (rock/log)_2021",9
16876,41.745537,-74.119392,72,"NY",280,"Chrysemys","picta","painted turtle","Animalia",103457,356,"Individuals in water (rock/log)",2021,3,29,88,2459303,7,2021,3,29,88,2459303,2,"103457_Individuals in water (rock/log)","Adults observed","103457_Individuals in water (rock/log)_2021",10
22613,32.33926,-110.981728,813,"AZ",1413,"Sceloporus","magister","desert spiny lizard","Animalia",136798,355,"Individuals on land (rock/log)",2021,3,2,61,2459276,7,2021,3,23,82,2459297,7,"136798_Individuals on land (rock/log)","Adults observed","136798_Individuals on land (rock/log)_2021",9
5260,42.454987,-72.345177,267,"MA",307,"Lithobates","clamitans","green frog","Animalia",12257,276,"Vocalizing",2022,5,14,134,2459714,2,2022,8,26,238,2459818,9,"12257_Vocalizing","Calls or songs","12257_Vocalizing_2022",10
5260,42.454987,-72.345177,267,"MA",346,"Lithobates","palustris","pickerel frog","Animalia",12259,276,"Vocalizing",2022,4,5,95,2459675,1,2022,4,5,95,2459675,3,"12259_Vocalizing","Calls or songs","12259_Vocalizing_2022",9
10145,42.602543,-83.250992,277,"MI",230,"Anaxyrus","americanus","American toad","Animalia",38841,274,"Adults on land",2022,5,16,136,2459716,1,2022,5,16,136,2459716,1,"38841_Adults on land","Adults observed","38841_Adults on land_2022",11
10145,42.602543,-83.250992,277,"MI",230,"Anaxyrus","americanus","American toad","Animalia",38841,276,"Vocalizing",2022,5,14,134,2459714,1,2022,5,15,135,2459715,1,"38841_Vocalizing","Calls or songs","38841_Vocalizing_2022",10
17414,42.936153,-73.433449,147,"NY",338,"Dryophytes","versicolor","gray treefrog","Animalia",86969,276,"Vocalizing",2022,4,14,104,2459684,4,2022,4,14,104,2459684,1,"86969_Vocalizing","Calls or songs","86969_Vocalizing_2022",11
5260,42.454987,-72.345177,267,"MA",338,"Dryophytes","versicolor","gray treefrog","Animalia",91177,276,"Vocalizing",2022,5,11,131,2459711,4,2022,5,21,141,2459721,5,"91177_Vocalizing","Calls or songs","91177_Vocalizing_2022",10
17414,42.936153,-73.433449,147,"NY",337,"Pseudacris","crucifer","spring peeper","Animalia",103212,276,"Vocalizing",2022,4,5,95,2459675,5,2022,4,27,117,2459697,4,"103212_Vocalizing","Calls or songs","103212_Vocalizing_2022",10
16876,41.745537,-74.119392,72,"NY",337,"Pseudacris","crucifer","spring peeper","Animalia",103455,276,"Vocalizing",2022,3,21,80,2459660,7,2022,3,21,80,2459660,1,"103455_Vocalizing","Calls or songs","103455_Vocalizing_2022",10
16876,41.745537,-74.119392,72,"NY",234,"Lithobates","sylvaticus","wood frog","Animalia",103456,276,"Vocalizing",2022,3,21,80,2459660,7,2022,3,21,80,2459660,1,"103456_Vocalizing","Calls or songs","103456_Vocalizing_2022",10
16876,41.745537,-74.119392,72,"NY",280,"Chrysemys","picta","painted turtle","Animalia",103457,356,"Individuals in water (rock/log)",2022,3,22,81,2459661,1,2022,3,22,81,2459661,4,"103457_Individuals in water (rock/log)","Adults observed","103457_Individuals in water (rock/log)_2022",10
22613,32.33926,-110.981728,813,"AZ",1413,"Sceloporus","magister","desert spiny lizard","Animalia",136798,355,"Individuals on land (rock/log)",2022,3,15,74,2459654,7,2022,3,15,74,2459654,7,"136798_Individuals on land (rock/log)","Adults observed","136798_Individuals on land (rock/log)_2022",9
5260,42.454987,-72.345177,267,"MA",307,"Lithobates","clamitans","green frog","Animalia",12257,276,"Vocalizing",2023,5,12,132,2460077,5,2023,5,12,132,2460077,1,"12257_Vocalizing","Calls or songs","12257_Vocalizing_2023",10
5260,42.454987,-72.345177,267,"MA",346,"Lithobates","palustris","pickerel frog","Animalia",12259,276,"Vocalizing",2023,4,13,103,2460048,1,2023,4,16,106,2460051,2,"12259_Vocalizing","Calls or songs","12259_Vocalizing_2023",9
8496,46.328629,-96.061256,393,"MN",421,"Thamnophis","sirtalis","common gartersnake","Animalia",25782,355,"Individuals on land (rock/log)",2023,5,29,149,2460094,6,2023,7,24,205,2460150,NA,"25782_Individuals on land (rock/log)","Adults observed","25782_Individuals on land (rock/log)_2023",10
10145,42.602543,-83.250992,277,"MI",230,"Anaxyrus","americanus","American toad","Animalia",38841,274,"Adults on land",2023,5,10,130,2460075,1,2023,5,10,130,2460075,1,"38841_Adults on land","Adults observed","38841_Adults on land_2023",11
10145,42.602543,-83.250992,277,"MI",230,"Anaxyrus","americanus","American toad","Animalia",38841,276,"Vocalizing",2023,5,10,130,2460075,1,2023,5,10,130,2460075,1,"38841_Vocalizing","Calls or songs","38841_Vocalizing_2023",10
10145,42.602543,-83.250992,277,"MI",280,"Chrysemys","picta","painted turtle","Animalia",38933,355,"Individuals on land (rock/log)",2023,4,9,99,2460044,1,2023,4,9,99,2460044,1,"38933_Individuals on land (rock/log)","Adults observed","38933_Individuals on land (rock/log)_2023",9
17414,42.936153,-73.433449,147,"NY",338,"Dryophytes","versicolor","gray treefrog","Animalia",86969,276,"Vocalizing",2023,4,15,105,2460050,2,2023,4,16,106,2460051,6,"86969_Vocalizing","Calls or songs","86969_Vocalizing_2023",11
5260,42.454987,-72.345177,267,"MA",338,"Dryophytes","versicolor","gray treefrog","Animalia",91177,276,"Vocalizing",2023,4,14,104,2460049,1,2023,4,15,105,2460050,1,"91177_Vocalizing","Calls or songs","91177_Vocalizing_2023",10
